system,param,current_value,type,sweep_tier,consumed_vec,consumed_tier2,consumed_live,test_status,n_runs_obs,distinct_values_tested,best_value_seen,best_mean_pool_sharpe,priority_rank,suggested_action,suggested_path,sweep_enabled,test_values,user_set_value,notes
crypto,EZ_INDICATORS_RESTART_COOLDOWN,60,float,LIVE_ONLY,0,0,1,LIVE_ONLY,,,,,25,FORWARD_TEST,"Live-only, no backtest path -> cannot sweep. Forward-test vs live over time; keep current value until live evidence.",N,30|45|60|75|90,,
crypto,HEDGE_BALANCE_COOLDOWN_SECONDS,180,float,DEAD,0,0,0,OBSOLETE,,,,,25,OBSOLETE,Referenced in no engine/live source -> dead knob. Ignore; candidate for removal once config unlocked. Do NOT sweep (0-effect lying rows).,N,90|135|180|225|270,,
crypto,MITIGATOR_COOLDOWN,15,float,DEAD,0,0,0,OBSOLETE,,,,,25,OBSOLETE,Referenced in no engine/live source -> dead knob. Ignore; candidate for removal once config unlocked. Do NOT sweep (0-effect lying rows).,N,7.5|11.25|15|18.75|22.5,,
crypto,MOMENTUM_RIDER_COOLDOWN,300,float,ENGINE_SCREEN_LIVECALL,0,0,1,UNTESTED,,,,,25,SCREEN,"UNTESTED sweepable knob -> queue for OFAT screen (vec-first if VEC_SCREEN, else Tier-2).",Y,150|225|300|375|450,,
crypto,MOMENTUM_SMA_WATCHDOG_COOLDOWN_S,300,float,LIVE_ONLY,0,0,1,LIVE_ONLY,,,,,25,FORWARD_TEST,"Live-only, no backtest path -> cannot sweep. Forward-test vs live over time; keep current value until live evidence.",N,150|225|300|375|450,,
crypto,PPL_FIRE_COOLDOWN_S,0,float,VEC_SCREEN,1,0,0,UNTESTED,,,,,25,SCREEN,"UNTESTED sweepable knob -> queue for OFAT screen (vec-first if VEC_SCREEN, else Tier-2).",Y,0|0.5|1,,
crypto,RATIO_CLOSE_LOSING_COOLDOWN_SECONDS,900,float,ENGINE_SCREEN_LIVECALL,0,0,1,UNTESTED,,,,,25,SCREEN,"UNTESTED sweepable knob -> queue for OFAT screen (vec-first if VEC_SCREEN, else Tier-2).",Y,450|675|900|1125|1350,,
crypto,RATIO_REBALANCE_COOLDOWN_CRASH,1800,float,ENGINE_SCREEN_LIVECALL,0,0,1,UNTESTED,,,,,25,SCREEN,"UNTESTED sweepable knob -> queue for OFAT screen (vec-first if VEC_SCREEN, else Tier-2).",Y,900|1350|1800|2250|2700,,
crypto,RATIO_REBALANCE_COOLDOWN_EXTREME,3600,float,ENGINE_SCREEN_LIVECALL,0,0,1,UNTESTED,,,,,25,SCREEN,"UNTESTED sweepable knob -> queue for OFAT screen (vec-first if VEC_SCREEN, else Tier-2).",Y,1800|2700|3600|4500|5400,,
crypto,RATIO_REBALANCE_COOLDOWN_NORMAL,3600,float,ENGINE_SCREEN_LIVECALL,0,0,1,UNTESTED,,,,,25,SCREEN,"UNTESTED sweepable knob -> queue for OFAT screen (vec-first if VEC_SCREEN, else Tier-2).",Y,1800|2700|3600|4500|5400,,
crypto,RATIO_REBALANCE_COOLDOWN_PNL_DIVERGENT,1200,float,ENGINE_SCREEN_LIVECALL,0,0,1,UNTESTED,,,,,25,SCREEN,"UNTESTED sweepable knob -> queue for OFAT screen (vec-first if VEC_SCREEN, else Tier-2).",Y,600|900|1200|1500|1800,,
crypto,SBA_COOLDOWN_GLOBAL_S,300,int,LIVE_ONLY,0,0,1,LIVE_ONLY,,,,,25,FORWARD_TEST,"Live-only, no backtest path -> cannot sweep. Forward-test vs live over time; keep current value until live evidence.",N,150|225|300|375|450,,
crypto,SBA_COOLDOWN_POSITION_S,3375,int,LIVE_ONLY,0,0,1,LIVE_ONLY,,,,,25,FORWARD_TEST,"Live-only, no backtest path -> cannot sweep. Forward-test vs live over time; keep current value until live evidence.",N,1687.5|2531.25|3375|4218.75|5062.5,,
crypto,SCALP_V3_AUG_COOLDOWN_SEC,180,float,LIVE_ONLY,0,0,1,LIVE_ONLY,,,,,25,FORWARD_TEST,"Live-only, no backtest path -> cannot sweep. Forward-test vs live over time; keep current value until live evidence.",N,90|135|180|225|270,,
crypto,STDEV_BREAKOUT_COOLDOWN,600,float,DEAD,0,0,0,OBSOLETE,,,,,25,OBSOLETE,Referenced in no engine/live source -> dead knob. Ignore; candidate for removal once config unlocked. Do NOT sweep (0-effect lying rows).,N,300|450|600|750|900,,
crypto,STDEV_BREAKOUT_RETEST_COOLDOWN,300,float,DEAD,0,0,0,OBSOLETE,,,,,25,OBSOLETE,Referenced in no engine/live source -> dead knob. Ignore; candidate for removal once config unlocked. Do NOT sweep (0-effect lying rows).,N,150|225|300|375|450,,
crypto,V8Q_COOLDOWN_BARS,3,int,DEAD,0,0,0,OBSOLETE,,,,,25,OBSOLETE,Referenced in no engine/live source -> dead knob. Ignore; candidate for removal once config unlocked. Do NOT sweep (0-effect lying rows).,N,1.5|2.25|3|3.75|4.5,,
crypto,VEC_REDUCE_CASCADE_COOLDOWN_S,0,float,VEC_SCREEN,1,0,0,UNTESTED,,,,,25,SCREEN,"UNTESTED sweepable knob -> queue for OFAT screen (vec-first if VEC_SCREEN, else Tier-2).",Y,0|0.5|1,,
crypto,VOL_SPIKE_COOLDOWN,300,float,LIVE_ONLY,0,0,1,LIVE_ONLY,,,,,25,FORWARD_TEST,"Live-only, no backtest path -> cannot sweep. Forward-test vs live over time; keep current value until live evidence.",N,150|225|300|375|450,,
crypto,WT15M_AGAINST_FORCE_HEDGE_COOLDOWN_SEC,30,float,ENGINE_SCREEN_LIVECALL,0,0,1,UNTESTED,,,,,25,SCREEN,"UNTESTED sweepable knob -> queue for OFAT screen (vec-first if VEC_SCREEN, else Tier-2).",Y,15|22.5|30|37.5|45,,
crypto,WT_15M_SAME_HEDGE_COOLDOWN_SEC,1800,int,ENGINE_SCREEN_LIVECALL,0,0,1,UNTESTED,,,,,25,SCREEN,"UNTESTED sweepable knob -> queue for OFAT screen (vec-first if VEC_SCREEN, else Tier-2).",Y,900|1350|1800|2250|2700,,
crypto,WT_CROSSUNDER_FINAL_COOLDOWN_S,0,float,VEC_SCREEN,1,0,0,UNTESTED,,,,,25,SCREEN,"UNTESTED sweepable knob -> queue for OFAT screen (vec-first if VEC_SCREEN, else Tier-2).",Y,0|0.5|1,,
crypto,ABLATION_DISABLE_AGGRESSIVE_HEDGE,False,bool,DEAD,0,0,0,OBSOLETE,,,,,26,OBSOLETE,Referenced in no engine/live source -> dead knob. Ignore; candidate for removal once config unlocked. Do NOT sweep (0-effect lying rows).,N,True|False,,
crypto,ABLATION_DISABLE_HEDGE,False,bool,ENGINE_SCREEN_LIVECALL,0,0,1,UNTESTED,,,,,26,SCREEN,"UNTESTED sweepable knob -> queue for OFAT screen (vec-first if VEC_SCREEN, else Tier-2).",Y,True|False,,
crypto,BTC_HEDGE_DC_RESISTANCE_GATE_ENABLED,True,bool,DEAD,0,0,0,OBSOLETE,,,,,26,OBSOLETE,Referenced in no engine/live source -> dead knob. Ignore; candidate for removal once config unlocked. Do NOT sweep (0-effect lying rows).,N,True|False,,
crypto,BTC_HEDGE_NEVER_CLOSE_AT_LOSS,True,bool,DEAD,0,0,0,OBSOLETE,,,,,26,OBSOLETE,Referenced in no engine/live source -> dead knob. Ignore; candidate for removal once config unlocked. Do NOT sweep (0-effect lying rows).,N,True|False,,
crypto,BTC_HEDGE_REQUIRE_4OF5_WT_TFS,True,bool,DEAD,0,0,0,OBSOLETE,,,,,26,OBSOLETE,Referenced in no engine/live source -> dead knob. Ignore; candidate for removal once config unlocked. Do NOT sweep (0-effect lying rows).,N,True|False,,
crypto,BTC_HEDGE_SAMESYM_CLOSE_REQUIRE_NONNEG_GAIN,True,bool,DEAD,0,0,0,OBSOLETE,,,,,26,OBSOLETE,Referenced in no engine/live source -> dead knob. Ignore; candidate for removal once config unlocked. Do NOT sweep (0-effect lying rows).,N,True|False,,
crypto,BTC_HEDGE_SAMESYM_CLOSE_REQUIRE_WT_3M_AND_1H,True,bool,DEAD,0,0,0,OBSOLETE,,,,,26,OBSOLETE,Referenced in no engine/live source -> dead knob. Ignore; candidate for removal once config unlocked. Do NOT sweep (0-effect lying rows).,N,True|False,,
crypto,BTC_HEDGE_SAMESYM_ENABLED,False,bool,DEAD,0,0,0,OBSOLETE,,,,,26,OBSOLETE,Referenced in no engine/live source -> dead knob. Ignore; candidate for removal once config unlocked. Do NOT sweep (0-effect lying rows).,N,True|False,,
crypto,BTC_HEDGE_SAMESYM_HEDGE_HARD_LOSS_PCT,-2,float,DEAD,0,0,0,OBSOLETE,,,,,26,OBSOLETE,Referenced in no engine/live source -> dead knob. Ignore; candidate for removal once config unlocked. Do NOT sweep (0-effect lying rows).,N,-3|-2.5|-2|-1.5|-1,,
crypto,BTC_HEDGE_SAMESYM_NOTIONAL_PCT,1,float,DEAD,0,0,0,OBSOLETE,,,,,26,OBSOLETE,Referenced in no engine/live source -> dead knob. Ignore; candidate for removal once config unlocked. Do NOT sweep (0-effect lying rows).,N,0.5|0.75|1|1.25|1.5,,
crypto,BTC_HEDGE_SAMESYM_REQUIRE_HTF_TFS_MIN,1,int,DEAD,0,0,0,OBSOLETE,,,,,26,OBSOLETE,Referenced in no engine/live source -> dead knob. Ignore; candidate for removal once config unlocked. Do NOT sweep (0-effect lying rows).,N,0.5|0.75|1|1.25|1.5,,
crypto,BTC_HEDGE_SAMESYM_REQUIRE_WT_15M,True,bool,DEAD,0,0,0,OBSOLETE,,,,,26,OBSOLETE,Referenced in no engine/live source -> dead knob. Ignore; candidate for removal once config unlocked. Do NOT sweep (0-effect lying rows).,N,True|False,,
crypto,BTC_HEDGE_SAMESYM_REQUIRE_WT_3M,True,bool,DEAD,0,0,0,OBSOLETE,,,,,26,OBSOLETE,Referenced in no engine/live source -> dead knob. Ignore; candidate for removal once config unlocked. Do NOT sweep (0-effect lying rows).,N,True|False,,
crypto,BTC_HEDGE_SAMESYM_TRIGGER_LOSS_PCT,-0.3,float,DEAD,0,0,0,OBSOLETE,,,,,26,OBSOLETE,Referenced in no engine/live source -> dead knob. Ignore; candidate for removal once config unlocked. Do NOT sweep (0-effect lying rows).,N,-0.45|-0.375|-0.3|-0.225|-0.15,,
crypto,BTC_HEDGE_SAME_SYMBOL_PCT,1,float,DEAD,0,0,0,OBSOLETE,,,,,26,OBSOLETE,Referenced in no engine/live source -> dead knob. Ignore; candidate for removal once config unlocked. Do NOT sweep (0-effect lying rows).,N,0.5|0.75|1|1.25|1.5,,
crypto,BTC_HEDGE_TRIGGER_LOSS_PCT,-0.4,float,DEAD,0,0,0,OBSOLETE,,,,,26,OBSOLETE,Referenced in no engine/live source -> dead knob. Ignore; candidate for removal once config unlocked. Do NOT sweep (0-effect lying rows).,N,-0.6|-0.5|-0.4|-0.3|-0.2,,
crypto,BTC_HEDGE_WT_KILL_CONFIRM_TF,1h,str,DEAD,0,0,0,OBSOLETE,,,,,26,OBSOLETE,Referenced in no engine/live source -> dead knob. Ignore; candidate for removal once config unlocked. Do NOT sweep (0-effect lying rows).,N,,,
crypto,DELTA_GATE_HEDGE_OPEN,False,bool,DEAD,0,0,0,OBSOLETE,,,,,26,OBSOLETE,Referenced in no engine/live source -> dead knob. Ignore; candidate for removal once config unlocked. Do NOT sweep (0-effect lying rows).,N,True|False,,
crypto,FUNDING_HEDGE_GATE_ENABLED,True,bool,ENGINE_SCREEN_LIVECALL,0,0,1,UNTESTED,,,,,26,SCREEN,"UNTESTED sweepable knob -> queue for OFAT screen (vec-first if VEC_SCREEN, else Tier-2).",Y,True|False,,
crypto,GOLDEN_RULE_REQUIRE_HEDGE_OPEN,True,bool,DEAD,0,0,0,OBSOLETE,,,,,26,OBSOLETE,Referenced in no engine/live source -> dead knob. Ignore; candidate for removal once config unlocked. Do NOT sweep (0-effect lying rows).,N,True|False,,
crypto,HEDGE_ALL_POSITIONS,False,bool,ENGINE_SCREEN_LIVECALL,0,0,1,UNTESTED,,,,,26,SCREEN,"UNTESTED sweepable knob -> queue for OFAT screen (vec-first if VEC_SCREEN, else Tier-2).",Y,True|False,,
crypto,HEDGE_BANDAID_OFF_ENABLED,False,bool,ENGINE_SCREEN_LIVECALL,0,0,1,UNTESTED,,,,,26,SCREEN,"UNTESTED sweepable knob -> queue for OFAT screen (vec-first if VEC_SCREEN, else Tier-2).",Y,True|False,,
crypto,HEDGE_BANDAID_OFF_FIRST_PRE_VEC_ENABLED,False,bool,VEC_SCREEN,1,0,0,UNTESTED,,,,,26,SCREEN,"UNTESTED sweepable knob -> queue for OFAT screen (vec-first if VEC_SCREEN, else Tier-2).",Y,True|False,,
crypto,HEDGE_BANDAID_OFF_REQUIRE_WT_3M_FLIP,True,bool,ENGINE_SCREEN_LIVECALL,0,0,1,UNTESTED,,,,,26,SCREEN,"UNTESTED sweepable knob -> queue for OFAT screen (vec-first if VEC_SCREEN, else Tier-2).",Y,True|False,,
crypto,HEDGE_CLOSE_MODE,wt_3m_and_1h,str,DEAD,0,0,0,OBSOLETE,,,,,26,OBSOLETE,Referenced in no engine/live source -> dead knob. Ignore; candidate for removal once config unlocked. Do NOT sweep (0-effect lying rows).,N,,,
crypto,HEDGE_CLOSE_REMOVE_FROM_TRADEABLE,False,bool,ENGINE_SCREEN_LIVECALL,0,0,1,UNTESTED,,,,,26,SCREEN,"UNTESTED sweepable knob -> queue for OFAT screen (vec-first if VEC_SCREEN, else Tier-2).",Y,True|False,,
crypto,HEDGE_CLOSE_SCALP_MODE,True,bool,ENGINE_SCREEN_LIVECALL,0,0,1,UNTESTED,,,,,26,SCREEN,"UNTESTED sweepable knob -> queue for OFAT screen (vec-first if VEC_SCREEN, else Tier-2).",Y,True|False,,
crypto,HEDGE_CLOSE_WT_TFS_FAVOR,3,int,DEAD,0,0,0,OBSOLETE,,,,,26,OBSOLETE,Referenced in no engine/live source -> dead knob. Ignore; candidate for removal once config unlocked. Do NOT sweep (0-effect lying rows).,N,1.5|2.25|3|3.75|4.5,,
crypto,HEDGE_COMPLETED_LOCKOUT_SECONDS,60,int,VEC_SCREEN,1,0,1,UNTESTED,,,,,26,SCREEN,"UNTESTED sweepable knob -> queue for OFAT screen (vec-first if VEC_SCREEN, else Tier-2).",Y,30|45|60|75|90,,
crypto,HEDGE_DC_LONG_REJECT_DCP,0.85,float,ENGINE_SCREEN_LIVECALL,0,0,1,UNTESTED,,,,,26,SCREEN,"UNTESTED sweepable knob -> queue for OFAT screen (vec-first if VEC_SCREEN, else Tier-2).",Y,0.425|0.6375|0.85|1.0625|1.275,,
crypto,HEDGE_DC_RESISTANCE_GATE_ENABLED,False,bool,ENGINE_SCREEN_LIVECALL,0,0,1,UNTESTED,,,,,26,SCREEN,"UNTESTED sweepable knob -> queue for OFAT screen (vec-first if VEC_SCREEN, else Tier-2).",Y,True|False,,
crypto,HEDGE_DC_SHORT_REJECT_DCP,0.15,float,ENGINE_SCREEN_LIVECALL,0,0,1,UNTESTED,,,,,26,SCREEN,"UNTESTED sweepable knob -> queue for OFAT screen (vec-first if VEC_SCREEN, else Tier-2).",Y,0.075|0.1125|0.15|0.1875|0.225,,
crypto,HEDGE_DECAY_NUKE_ENABLED,True,bool,ENGINE_SCREEN_LIVECALL,0,0,1,UNTESTED,,,,,26,SCREEN,"UNTESTED sweepable knob -> queue for OFAT screen (vec-first if VEC_SCREEN, else Tier-2).",Y,True|False,,
crypto,HEDGE_DETERIORATING_GAIN_DELTA_PP,0.1,float,ENGINE_SCREEN_LIVECALL,0,0,1,UNTESTED,,,,,26,SCREEN,"UNTESTED sweepable knob -> queue for OFAT screen (vec-first if VEC_SCREEN, else Tier-2).",Y,0.05|0.075|0.1|0.125|0.15,,
crypto,HEDGE_DETERIORATING_GAIN_ENABLED,False,bool,ENGINE_SCREEN_LIVECALL,0,0,1,UNTESTED,,,,,26,SCREEN,"UNTESTED sweepable knob -> queue for OFAT screen (vec-first if VEC_SCREEN, else Tier-2).",Y,True|False,,
crypto,HEDGE_DUAL_IF_HEDGE_MODE,False,bool,ENGINE_SCREEN,0,1,1,UNTESTED,,,,,26,SCREEN,"UNTESTED sweepable knob -> queue for OFAT screen (vec-first if VEC_SCREEN, else Tier-2).",Y,True|False,,
crypto,HEDGE_FAILED_FALLBACK_CLOSE_ENABLED,True,bool,VEC_SCREEN,1,0,1,UNTESTED,,,,,26,SCREEN,"UNTESTED sweepable knob -> queue for OFAT screen (vec-first if VEC_SCREEN, else Tier-2).",Y,True|False,,
crypto,HEDGE_HTF_VETO_ENABLED,True,bool,ENGINE_SCREEN_LIVECALL,0,0,1,UNTESTED,,,,,26,SCREEN,"UNTESTED sweepable knob -> queue for OFAT screen (vec-first if VEC_SCREEN, else Tier-2).",Y,True|False,,
crypto,HEDGE_MAX_ABSOLUTE_USD,100000,float,ENGINE_SCREEN_LIVECALL,0,0,1,UNTESTED,,,,,26,SCREEN,"UNTESTED sweepable knob -> queue for OFAT screen (vec-first if VEC_SCREEN, else Tier-2).",Y,50000|75000|100000|125000|150000,,
crypto,HEDGE_MAX_AGE_HOURS,6,float,ENGINE_SCREEN_LIVECALL,0,0,1,UNTESTED,,,,,26,SCREEN,"UNTESTED sweepable knob -> queue for OFAT screen (vec-first if VEC_SCREEN, else Tier-2).",Y,3|4.5|6|7.5|9,,
crypto,HEDGE_MAX_AGE_KILL_REQUIRE_PROFIT,True,bool,ENGINE_SCREEN_LIVECALL,0,0,1,UNTESTED,,,,,26,SCREEN,"UNTESTED sweepable knob -> queue for OFAT screen (vec-first if VEC_SCREEN, else Tier-2).",Y,True|False,,
crypto,HEDGE_MAX_PCT_OF_LOSER,1,float,VEC_SCREEN,1,0,1,UNTESTED,,,,,26,SCREEN,"UNTESTED sweepable knob -> queue for OFAT screen (vec-first if VEC_SCREEN, else Tier-2).",Y,0.5|0.75|1|1.25|1.5,,
crypto,HEDGE_MAX_RATIO,2,float,DEAD,0,0,0,OBSOLETE,,,,,26,OBSOLETE,Referenced in no engine/live source -> dead knob. Ignore; candidate for removal once config unlocked. Do NOT sweep (0-effect lying rows).,N,1|1.5|2|2.5|3,,
crypto,HEDGE_MODE,False,bool,VEC_SCREEN,1,1,1,UNTESTED,,,,,26,SCREEN,"UNTESTED sweepable knob -> queue for OFAT screen (vec-first if VEC_SCREEN, else Tier-2).",Y,True|False,,
crypto,HEDGE_MOMENTUM_GATE,False,bool,DEAD,0,0,0,OBSOLETE,,,,,26,OBSOLETE,Referenced in no engine/live source -> dead knob. Ignore; candidate for removal once config unlocked. Do NOT sweep (0-effect lying rows).,N,True|False,,
crypto,HEDGE_NEWBORN_DC_BREACH_ALLOWED,True,bool,ENGINE_SCREEN_LIVECALL,0,0,1,UNTESTED,,,,,26,SCREEN,"UNTESTED sweepable knob -> queue for OFAT screen (vec-first if VEC_SCREEN, else Tier-2).",Y,True|False,,
crypto,HEDGE_NEWBORN_GRACE_MINUTES,0,float,ENGINE_SCREEN_LIVECALL,0,0,1,UNTESTED,,,,,26,SCREEN,"UNTESTED sweepable knob -> queue for OFAT screen (vec-first if VEC_SCREEN, else Tier-2).",Y,0|1|2,,
crypto,HEDGE_OPEN_OB_CHECK_ENABLED,True,bool,ENGINE_SCREEN_LIVECALL,0,0,1,UNTESTED,,,,,26,SCREEN,"UNTESTED sweepable knob -> queue for OFAT screen (vec-first if VEC_SCREEN, else Tier-2).",Y,True|False,,
crypto,HEDGE_OPEN_OB_IMB_BOUND,0.65,float,ENGINE_SCREEN_LIVECALL,0,0,1,UNTESTED,,,,,26,SCREEN,"UNTESTED sweepable knob -> queue for OFAT screen (vec-first if VEC_SCREEN, else Tier-2).",Y,0.325|0.4875|0.65|0.8125|0.975,,
crypto,HEDGE_PROTECT_LOSS_VEC_ENABLED,False,bool,VEC_SCREEN,1,0,0,UNTESTED,,,,,26,SCREEN,"UNTESTED sweepable knob -> queue for OFAT screen (vec-first if VEC_SCREEN, else Tier-2).",Y,True|False,,
crypto,HEDGE_PROTECT_QTY_PCT,1,float,VEC_SCREEN,1,0,0,UNTESTED,,,,,26,SCREEN,"UNTESTED sweepable knob -> queue for OFAT screen (vec-first if VEC_SCREEN, else Tier-2).",Y,0.5|0.75|1|1.25|1.5,,
crypto,HEDGE_PROTECT_TRIGGER_GAIN_PCT,-0.5,float,VEC_SCREEN,1,0,0,UNTESTED,,,,,26,SCREEN,"UNTESTED sweepable knob -> queue for OFAT screen (vec-first if VEC_SCREEN, else Tier-2).",Y,-0.75|-0.625|-0.5|-0.375|-0.25,,
crypto,HEDGE_SAME_SYMBOL_BYPASS_TRADEABLE,True,bool,ENGINE_SCREEN_LIVECALL,0,0,1,UNTESTED,,,,,26,SCREEN,"UNTESTED sweepable knob -> queue for OFAT screen (vec-first if VEC_SCREEN, else Tier-2).",Y,True|False,,
crypto,HEDGE_SAME_SYMBOL_ENABLED,False,bool,ENGINE_SCREEN_LIVECALL,0,0,1,UNTESTED,,,,,26,SCREEN,"UNTESTED sweepable knob -> queue for OFAT screen (vec-first if VEC_SCREEN, else Tier-2).",Y,True|False,,
crypto,HEDGE_SAME_SYMBOL_PCT,1,float,ENGINE_SCREEN_LIVECALL,0,0,1,UNTESTED,,,,,26,SCREEN,"UNTESTED sweepable knob -> queue for OFAT screen (vec-first if VEC_SCREEN, else Tier-2).",Y,0.5|0.75|1|1.25|1.5,,
crypto,HEDGE_SCALP_C_REQUIRE_COMBINED_NONNEG,True,bool,ENGINE_SCREEN_LIVECALL,0,0,1,UNTESTED,,,,,26,SCREEN,"UNTESTED sweepable knob -> queue for OFAT screen (vec-first if VEC_SCREEN, else Tier-2).",Y,True|False,,
crypto,HEDGE_SCALP_MAX_AGE_MIN,15,float,ENGINE_SCREEN_LIVECALL,0,0,1,UNTESTED,,,,,26,SCREEN,"UNTESTED sweepable knob -> queue for OFAT screen (vec-first if VEC_SCREEN, else Tier-2).",Y,7.5|11.25|15|18.75|22.5,,
crypto,HEDGE_STRICT_WT_ALL_TFS_ENABLED,True,bool,ENGINE_SCREEN_LIVECALL,0,0,1,UNTESTED,,,,,26,SCREEN,"UNTESTED sweepable knob -> queue for OFAT screen (vec-first if VEC_SCREEN, else Tier-2).",Y,True|False,,
crypto,HEDGE_STRICT_WT_MIN_TFS_AGAINST,4,int,ENGINE_SCREEN_LIVECALL,0,0,1,UNTESTED,,,,,26,SCREEN,"UNTESTED sweepable knob -> queue for OFAT screen (vec-first if VEC_SCREEN, else Tier-2).",Y,2|3|4|5|6,,
crypto,HEDGE_TRIGGER_LOSS_PCT,-0.05,float,ENGINE_SCREEN_LIVECALL,0,0,1,UNTESTED,,,,,26,SCREEN,"UNTESTED sweepable knob -> queue for OFAT screen (vec-first if VEC_SCREEN, else Tier-2).",Y,-0.075|-0.0625|-0.05|-0.0375|-0.025,,
crypto,HEDGE_TRIGGER_REQUIRE_WT_3M_AND_15M_OR_1H,True,bool,VEC_SCREEN,1,1,1,UNTESTED,,,,,26,SCREEN,"UNTESTED sweepable knob -> queue for OFAT screen (vec-first if VEC_SCREEN, else Tier-2).",Y,True|False,,
crypto,HEDGE_TRIGGER_REQUIRE_WT_3M_AND_1H,False,bool,VEC_SCREEN,1,1,1,UNTESTED,,,,,26,SCREEN,"UNTESTED sweepable knob -> queue for OFAT screen (vec-first if VEC_SCREEN, else Tier-2).",Y,True|False,,
crypto,HEDGE_TRIGGER_USE_WT_3M_ALONE,False,bool,VEC_SCREEN,1,1,1,UNTESTED,,,,,26,SCREEN,"UNTESTED sweepable knob -> queue for OFAT screen (vec-first if VEC_SCREEN, else Tier-2).",Y,True|False,,
crypto,HEDGE_WEBHOOK_LOCK_TTL_SEC,60,float,DEAD,0,0,0,OBSOLETE,,,,,26,OBSOLETE,Referenced in no engine/live source -> dead knob. Ignore; candidate for removal once config unlocked. Do NOT sweep (0-effect lying rows).,N,30|45|60|75|90,,
crypto,HEDGE_WT_CLOSE_REQUIRE_NONNEG_GAIN,False,bool,DEAD,0,0,0,OBSOLETE,,,,,26,OBSOLETE,Referenced in no engine/live source -> dead knob. Ignore; candidate for removal once config unlocked. Do NOT sweep (0-effect lying rows).,N,True|False,,
crypto,LH_HL_FILTER_HEDGE_GATE_ENABLED,False,bool,ENGINE_SCREEN_LIVECALL,0,0,1,UNTESTED,,,,,26,SCREEN,"UNTESTED sweepable knob -> queue for OFAT screen (vec-first if VEC_SCREEN, else Tier-2).",Y,True|False,,
crypto,MANDATORY_HEDGE_ON_NEGATIVE_ENABLED,True,bool,ENGINE_SCREEN_LIVECALL,0,0,1,UNTESTED,,,,,26,SCREEN,"UNTESTED sweepable knob -> queue for OFAT screen (vec-first if VEC_SCREEN, else Tier-2).",Y,True|False,,
crypto,MAX_HEDGE_BALANCE_MULTIPLIER,1.8,float,DEAD,0,0,0,OBSOLETE,,,,,26,OBSOLETE,Referenced in no engine/live source -> dead knob. Ignore; candidate for removal once config unlocked. Do NOT sweep (0-effect lying rows).,N,0.9|1.35|1.8|2.25|2.7,,
crypto,MAX_HEDGE_BALANCE_VALUE_USD,500,float,DEAD,0,0,0,OBSOLETE,,,,,26,OBSOLETE,Referenced in no engine/live source -> dead knob. Ignore; candidate for removal once config unlocked. Do NOT sweep (0-effect lying rows).,N,250|375|500|625|750,,
crypto,MOMENTUM_RIDER_HEDGE_RATIO,1.2,float,ENGINE_SCREEN_LIVECALL,0,0,1,UNTESTED,,,,,26,SCREEN,"UNTESTED sweepable knob -> queue for OFAT screen (vec-first if VEC_SCREEN, else Tier-2).",Y,0.6|0.9|1.2|1.5|1.8,,
crypto,OBLIGATORY_HEDGE_ENABLED,False,bool,VEC_SCREEN,1,1,1,UNTESTED,,,,,26,SCREEN,"UNTESTED sweepable knob -> queue for OFAT screen (vec-first if VEC_SCREEN, else Tier-2).",Y,True|False,,
crypto,OBLIGATORY_HEDGE_MIN_LOSS_PCT,-0.5,float,VEC_SCREEN,1,1,1,UNTESTED,,,,,26,SCREEN,"UNTESTED sweepable knob -> queue for OFAT screen (vec-first if VEC_SCREEN, else Tier-2).",Y,-0.75|-0.625|-0.5|-0.375|-0.25,,
crypto,OBLIGATORY_HEDGE_OR_CLOSE_LOOP_ENABLED,False,bool,ENGINE_SCREEN_LIVECALL,0,0,1,UNTESTED,,,,,26,SCREEN,"UNTESTED sweepable knob -> queue for OFAT screen (vec-first if VEC_SCREEN, else Tier-2).",Y,True|False,,
crypto,OBLIGATORY_HEDGE_OR_CLOSE_LOOP_INTERVAL_SECONDS,60,float,ENGINE_SCREEN_LIVECALL,0,0,1,UNTESTED,,,,,26,SCREEN,"UNTESTED sweepable knob -> queue for OFAT screen (vec-first if VEC_SCREEN, else Tier-2).",Y,30|45|60|75|90,,
crypto,OBLIGATORY_HEDGE_PCT,0,float,VEC_SCREEN,1,0,1,UNTESTED,,,,,26,SCREEN,"UNTESTED sweepable knob -> queue for OFAT screen (vec-first if VEC_SCREEN, else Tier-2).",Y,0|0.5|1,,
crypto,OBLIGATORY_HEDGE_WT_TFS,2,int,ENGINE_SCREEN_LIVECALL,0,0,1,UNTESTED,,,,,26,SCREEN,"UNTESTED sweepable knob -> queue for OFAT screen (vec-first if VEC_SCREEN, else Tier-2).",Y,1|1.5|2|2.5|3,,
crypto,OBLIGATORY_HEDGE_WT_TFS_REQUIRED,0,int,VEC_SCREEN,1,1,1,UNTESTED,,,,,26,SCREEN,"UNTESTED sweepable knob -> queue for OFAT screen (vec-first if VEC_SCREEN, else Tier-2).",Y,0|1|2,,
crypto,OBLIGATORY_HEDGE_WT_USE_15M,False,bool,VEC_SCREEN,1,1,1,UNTESTED,,,,,26,SCREEN,"UNTESTED sweepable knob -> queue for OFAT screen (vec-first if VEC_SCREEN, else Tier-2).",Y,True|False,,
