system,param,is_long_short,sweep_tier,assessability,current_value,candidate_value,is_current_value,tested_ever,priority_rank,assessment_method,notes
crypto,HEDGE_WEBHOOK_LOCK_TTL_SEC,Y,DEAD,DEAD_REVIEW,60,90,,,25,no consumer — verify dead & remove (not a test target),
crypto,HEDGE_WT_CLOSE_REQUIRE_NONNEG_GAIN,Y,DEAD,DEAD_REVIEW,False,True,,,25,no consumer — verify dead & remove (not a test target),
crypto,HEDGE_WT_CLOSE_REQUIRE_NONNEG_GAIN,Y,DEAD,DEAD_REVIEW,False,False,Y,,25,no consumer — verify dead & remove (not a test target),
crypto,LH_HL_FILTER_HEDGE_GATE_ENABLED,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,False,True,,,25,no consumer — verify dead & remove (not a test target),
crypto,LH_HL_FILTER_HEDGE_GATE_ENABLED,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,False,False,Y,,25,no consumer — verify dead & remove (not a test target),
crypto,MANDATORY_HEDGE_ON_NEGATIVE_ENABLED,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,True,True,Y,,25,no consumer — verify dead & remove (not a test target),
crypto,MANDATORY_HEDGE_ON_NEGATIVE_ENABLED,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,True,False,,,25,no consumer — verify dead & remove (not a test target),
crypto,MAX_HEDGE_BALANCE_MULTIPLIER,Y,DEAD,DEAD_REVIEW,1.8,0.9,,,25,no consumer — verify dead & remove (not a test target),
crypto,MAX_HEDGE_BALANCE_MULTIPLIER,Y,DEAD,DEAD_REVIEW,1.8,1.35,,,25,no consumer — verify dead & remove (not a test target),
crypto,MAX_HEDGE_BALANCE_MULTIPLIER,Y,DEAD,DEAD_REVIEW,1.8,1.8,Y,,25,no consumer — verify dead & remove (not a test target),
crypto,MAX_HEDGE_BALANCE_MULTIPLIER,Y,DEAD,DEAD_REVIEW,1.8,2.25,,,25,no consumer — verify dead & remove (not a test target),
crypto,MAX_HEDGE_BALANCE_MULTIPLIER,Y,DEAD,DEAD_REVIEW,1.8,2.7,,,25,no consumer — verify dead & remove (not a test target),
crypto,MAX_HEDGE_BALANCE_VALUE_USD,Y,DEAD,DEAD_REVIEW,500,250,,,25,no consumer — verify dead & remove (not a test target),
crypto,MAX_HEDGE_BALANCE_VALUE_USD,Y,DEAD,DEAD_REVIEW,500,375,,,25,no consumer — verify dead & remove (not a test target),
crypto,MAX_HEDGE_BALANCE_VALUE_USD,Y,DEAD,DEAD_REVIEW,500,500,Y,,25,no consumer — verify dead & remove (not a test target),
crypto,MAX_HEDGE_BALANCE_VALUE_USD,Y,DEAD,DEAD_REVIEW,500,625,,,25,no consumer — verify dead & remove (not a test target),
crypto,MAX_HEDGE_BALANCE_VALUE_USD,Y,DEAD,DEAD_REVIEW,500,750,,,25,no consumer — verify dead & remove (not a test target),
crypto,MOMENTUM_RIDER_HEDGE_RATIO,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,1.2,0.6,,,25,no consumer — verify dead & remove (not a test target),
crypto,MOMENTUM_RIDER_HEDGE_RATIO,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,1.2,0.9,,,25,no consumer — verify dead & remove (not a test target),
crypto,MOMENTUM_RIDER_HEDGE_RATIO,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,1.2,1.2,Y,,25,no consumer — verify dead & remove (not a test target),
crypto,MOMENTUM_RIDER_HEDGE_RATIO,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,1.2,1.5,,,25,no consumer — verify dead & remove (not a test target),
crypto,MOMENTUM_RIDER_HEDGE_RATIO,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,1.2,1.8,,,25,no consumer — verify dead & remove (not a test target),
crypto,OBLIGATORY_HEDGE_ENABLED,Y,VEC_SCREEN,BACKTESTABLE,False,True,,,25,OFAT/Tier-2 sweep on NPZ (in grind),
crypto,OBLIGATORY_HEDGE_ENABLED,Y,VEC_SCREEN,BACKTESTABLE,False,False,Y,,25,OFAT/Tier-2 sweep on NPZ (in grind),
crypto,OBLIGATORY_HEDGE_MIN_LOSS_PCT,Y,VEC_SCREEN,BACKTESTABLE,-0.5,-0.75,,,25,OFAT/Tier-2 sweep on NPZ (in grind),
crypto,OBLIGATORY_HEDGE_MIN_LOSS_PCT,Y,VEC_SCREEN,BACKTESTABLE,-0.5,-0.625,,,25,OFAT/Tier-2 sweep on NPZ (in grind),
crypto,OBLIGATORY_HEDGE_MIN_LOSS_PCT,Y,VEC_SCREEN,BACKTESTABLE,-0.5,-0.5,Y,,25,OFAT/Tier-2 sweep on NPZ (in grind),
crypto,OBLIGATORY_HEDGE_MIN_LOSS_PCT,Y,VEC_SCREEN,BACKTESTABLE,-0.5,-0.375,,,25,OFAT/Tier-2 sweep on NPZ (in grind),
crypto,OBLIGATORY_HEDGE_MIN_LOSS_PCT,Y,VEC_SCREEN,BACKTESTABLE,-0.5,-0.25,,,25,OFAT/Tier-2 sweep on NPZ (in grind),
crypto,OBLIGATORY_HEDGE_OR_CLOSE_LOOP_ENABLED,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,False,True,,,25,no consumer — verify dead & remove (not a test target),
crypto,OBLIGATORY_HEDGE_OR_CLOSE_LOOP_ENABLED,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,False,False,Y,,25,no consumer — verify dead & remove (not a test target),
crypto,OBLIGATORY_HEDGE_OR_CLOSE_LOOP_INTERVAL_SECONDS,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,60,30,,,25,no consumer — verify dead & remove (not a test target),
crypto,OBLIGATORY_HEDGE_OR_CLOSE_LOOP_INTERVAL_SECONDS,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,60,45,,,25,no consumer — verify dead & remove (not a test target),
crypto,OBLIGATORY_HEDGE_OR_CLOSE_LOOP_INTERVAL_SECONDS,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,60,60,Y,,25,no consumer — verify dead & remove (not a test target),
crypto,OBLIGATORY_HEDGE_OR_CLOSE_LOOP_INTERVAL_SECONDS,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,60,75,,,25,no consumer — verify dead & remove (not a test target),
crypto,OBLIGATORY_HEDGE_OR_CLOSE_LOOP_INTERVAL_SECONDS,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,60,90,,,25,no consumer — verify dead & remove (not a test target),
crypto,OBLIGATORY_HEDGE_PCT,Y,VEC_SCREEN,BACKTESTABLE,0,0,Y,,25,OFAT/Tier-2 sweep on NPZ (in grind),
crypto,OBLIGATORY_HEDGE_PCT,Y,VEC_SCREEN,BACKTESTABLE,0,0.5,,,25,OFAT/Tier-2 sweep on NPZ (in grind),
crypto,OBLIGATORY_HEDGE_PCT,Y,VEC_SCREEN,BACKTESTABLE,0,1,,,25,OFAT/Tier-2 sweep on NPZ (in grind),
crypto,OBLIGATORY_HEDGE_WT_TFS,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,2,1,,,25,no consumer — verify dead & remove (not a test target),
crypto,OBLIGATORY_HEDGE_WT_TFS,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,2,1.5,,,25,no consumer — verify dead & remove (not a test target),
crypto,OBLIGATORY_HEDGE_WT_TFS,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,2,2,Y,,25,no consumer — verify dead & remove (not a test target),
crypto,OBLIGATORY_HEDGE_WT_TFS,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,2,2.5,,,25,no consumer — verify dead & remove (not a test target),
crypto,OBLIGATORY_HEDGE_WT_TFS,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,2,3,,,25,no consumer — verify dead & remove (not a test target),
crypto,OBLIGATORY_HEDGE_WT_TFS_REQUIRED,Y,VEC_SCREEN,BACKTESTABLE,0,0,Y,,25,OFAT/Tier-2 sweep on NPZ (in grind),
crypto,OBLIGATORY_HEDGE_WT_TFS_REQUIRED,Y,VEC_SCREEN,BACKTESTABLE,0,1,,,25,OFAT/Tier-2 sweep on NPZ (in grind),
crypto,OBLIGATORY_HEDGE_WT_TFS_REQUIRED,Y,VEC_SCREEN,BACKTESTABLE,0,2,,,25,OFAT/Tier-2 sweep on NPZ (in grind),
crypto,OBLIGATORY_HEDGE_WT_USE_15M,Y,VEC_SCREEN,BACKTESTABLE,False,True,,,25,OFAT/Tier-2 sweep on NPZ (in grind),
crypto,OBLIGATORY_HEDGE_WT_USE_15M,Y,VEC_SCREEN,BACKTESTABLE,False,False,Y,,25,OFAT/Tier-2 sweep on NPZ (in grind),
crypto,OBLIGATORY_HEDGE_WT_USE_1H,Y,VEC_SCREEN,BACKTESTABLE,True,True,Y,,25,OFAT/Tier-2 sweep on NPZ (in grind),
crypto,OBLIGATORY_HEDGE_WT_USE_1H,Y,VEC_SCREEN,BACKTESTABLE,True,False,,,25,OFAT/Tier-2 sweep on NPZ (in grind),
crypto,OBLIGATORY_HEDGE_WT_USE_1M,Y,VEC_SCREEN,BACKTESTABLE,False,True,,,25,OFAT/Tier-2 sweep on NPZ (in grind),
crypto,OBLIGATORY_HEDGE_WT_USE_1M,Y,VEC_SCREEN,BACKTESTABLE,False,False,Y,,25,OFAT/Tier-2 sweep on NPZ (in grind),
crypto,OBLIGATORY_HEDGE_WT_USE_3M,Y,VEC_SCREEN,BACKTESTABLE,True,True,Y,,25,OFAT/Tier-2 sweep on NPZ (in grind),
crypto,OBLIGATORY_HEDGE_WT_USE_3M,Y,VEC_SCREEN,BACKTESTABLE,True,False,,,25,OFAT/Tier-2 sweep on NPZ (in grind),
crypto,OI_HEDGE_GATE_ENABLED,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,False,True,,,25,no consumer — verify dead & remove (not a test target),
crypto,OI_HEDGE_GATE_ENABLED,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,False,False,Y,,25,no consumer — verify dead & remove (not a test target),
crypto,OPPOSITE_LOSER_HEDGE_PROTECT_ENABLED,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,False,True,,,25,no consumer — verify dead & remove (not a test target),
crypto,OPPOSITE_LOSER_HEDGE_PROTECT_ENABLED,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,False,False,Y,,25,no consumer — verify dead & remove (not a test target),
crypto,OPPOSITE_LOSER_HEDGE_PROTECT_MAX_GAIN,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,5,2.5,,,25,no consumer — verify dead & remove (not a test target),
crypto,OPPOSITE_LOSER_HEDGE_PROTECT_MAX_GAIN,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,5,3.75,,,25,no consumer — verify dead & remove (not a test target),
crypto,OPPOSITE_LOSER_HEDGE_PROTECT_MAX_GAIN,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,5,5,Y,,25,no consumer — verify dead & remove (not a test target),
crypto,OPPOSITE_LOSER_HEDGE_PROTECT_MAX_GAIN,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,5,6.25,,,25,no consumer — verify dead & remove (not a test target),
crypto,OPPOSITE_LOSER_HEDGE_PROTECT_MAX_GAIN,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,5,7.5,,,25,no consumer — verify dead & remove (not a test target),
crypto,OPPOSITE_LOSER_HEDGE_PROTECT_REQUIRE_WT_3M,Y,DEAD,DEAD_REVIEW,False,True,,,25,no consumer — verify dead & remove (not a test target),
crypto,OPPOSITE_LOSER_HEDGE_PROTECT_REQUIRE_WT_3M,Y,DEAD,DEAD_REVIEW,False,False,Y,,25,no consumer — verify dead & remove (not a test target),
crypto,ORPHAN_HEDGE_CHECK_GAIN,Y,DEAD,DEAD_REVIEW,True,True,Y,,25,no consumer — verify dead & remove (not a test target),
crypto,ORPHAN_HEDGE_CHECK_GAIN,Y,DEAD,DEAD_REVIEW,True,False,,,25,no consumer — verify dead & remove (not a test target),
crypto,QUICK_HEDGE_SAME_SYM_LAST_RESORT_AGE_MIN,Y,VEC_SCREEN,BACKTESTABLE,240,120,,,25,OFAT/Tier-2 sweep on NPZ (in grind),
crypto,QUICK_HEDGE_SAME_SYM_LAST_RESORT_AGE_MIN,Y,VEC_SCREEN,BACKTESTABLE,240,180,,,25,OFAT/Tier-2 sweep on NPZ (in grind),
crypto,QUICK_HEDGE_SAME_SYM_LAST_RESORT_AGE_MIN,Y,VEC_SCREEN,BACKTESTABLE,240,240,Y,,25,OFAT/Tier-2 sweep on NPZ (in grind),
crypto,QUICK_HEDGE_SAME_SYM_LAST_RESORT_AGE_MIN,Y,VEC_SCREEN,BACKTESTABLE,240,300,,,25,OFAT/Tier-2 sweep on NPZ (in grind),
crypto,QUICK_HEDGE_SAME_SYM_LAST_RESORT_AGE_MIN,Y,VEC_SCREEN,BACKTESTABLE,240,360,,,25,OFAT/Tier-2 sweep on NPZ (in grind),
crypto,QUICK_HEDGE_SAME_SYM_LAST_RESORT_ENABLED,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,False,True,,,25,no consumer — verify dead & remove (not a test target),
crypto,QUICK_HEDGE_SAME_SYM_LAST_RESORT_ENABLED,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,False,False,Y,,25,no consumer — verify dead & remove (not a test target),
crypto,QUICK_HEDGE_SAME_SYM_LAST_RESORT_GAIN_PCT,Y,VEC_SCREEN,BACKTESTABLE,-3,-4.5,,,25,OFAT/Tier-2 sweep on NPZ (in grind),
crypto,QUICK_HEDGE_SAME_SYM_LAST_RESORT_GAIN_PCT,Y,VEC_SCREEN,BACKTESTABLE,-3,-3.75,,,25,OFAT/Tier-2 sweep on NPZ (in grind),
crypto,QUICK_HEDGE_SAME_SYM_LAST_RESORT_GAIN_PCT,Y,VEC_SCREEN,BACKTESTABLE,-3,-3,Y,,25,OFAT/Tier-2 sweep on NPZ (in grind),
crypto,QUICK_HEDGE_SAME_SYM_LAST_RESORT_GAIN_PCT,Y,VEC_SCREEN,BACKTESTABLE,-3,-2.25,,,25,OFAT/Tier-2 sweep on NPZ (in grind),
crypto,QUICK_HEDGE_SAME_SYM_LAST_RESORT_GAIN_PCT,Y,VEC_SCREEN,BACKTESTABLE,-3,-1.5,,,25,OFAT/Tier-2 sweep on NPZ (in grind),
crypto,QUICK_HEDGE_SAME_SYM_LAST_RESORT_QTY_PCT,Y,VEC_SCREEN,BACKTESTABLE,1,0.5,,,25,OFAT/Tier-2 sweep on NPZ (in grind),
crypto,QUICK_HEDGE_SAME_SYM_LAST_RESORT_QTY_PCT,Y,VEC_SCREEN,BACKTESTABLE,1,0.75,,,25,OFAT/Tier-2 sweep on NPZ (in grind),
crypto,QUICK_HEDGE_SAME_SYM_LAST_RESORT_QTY_PCT,Y,VEC_SCREEN,BACKTESTABLE,1,1,Y,,25,OFAT/Tier-2 sweep on NPZ (in grind),
crypto,QUICK_HEDGE_SAME_SYM_LAST_RESORT_QTY_PCT,Y,VEC_SCREEN,BACKTESTABLE,1,1.25,,,25,OFAT/Tier-2 sweep on NPZ (in grind),
crypto,QUICK_HEDGE_SAME_SYM_LAST_RESORT_QTY_PCT,Y,VEC_SCREEN,BACKTESTABLE,1,1.5,,,25,OFAT/Tier-2 sweep on NPZ (in grind),
crypto,QUICK_HEDGE_SAME_SYM_LAST_RESORT_VEC_ENABLED,Y,VEC_SCREEN,BACKTESTABLE,False,True,,,25,OFAT/Tier-2 sweep on NPZ (in grind),
crypto,QUICK_HEDGE_SAME_SYM_LAST_RESORT_VEC_ENABLED,Y,VEC_SCREEN,BACKTESTABLE,False,False,Y,,25,OFAT/Tier-2 sweep on NPZ (in grind),
crypto,R3_HEDGE_INVARIANT_DUMP_ENABLED,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,True,True,Y,,25,no consumer — verify dead & remove (not a test target),
crypto,R3_HEDGE_INVARIANT_DUMP_ENABLED,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,True,False,,,25,no consumer — verify dead & remove (not a test target),
crypto,RED_ZONE_HEDGE_GATE_ENABLED,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,False,True,,,25,no consumer — verify dead & remove (not a test target),
crypto,RED_ZONE_HEDGE_GATE_ENABLED,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,False,False,Y,,25,no consumer — verify dead & remove (not a test target),
crypto,STDEV_MACRO_HEDGE_BOOST_ENABLED,Y,ENGINE_SCREEN,BACKTESTABLE,False,True,,,25,OFAT/Tier-2 sweep on NPZ (in grind),
crypto,STDEV_MACRO_HEDGE_BOOST_ENABLED,Y,ENGINE_SCREEN,BACKTESTABLE,False,False,Y,,25,OFAT/Tier-2 sweep on NPZ (in grind),
crypto,TREND_HEDGE_MAX_SEC,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,180,90,,,25,no consumer — verify dead & remove (not a test target),
crypto,TREND_HEDGE_MAX_SEC,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,180,135,,,25,no consumer — verify dead & remove (not a test target),
crypto,TREND_HEDGE_MAX_SEC,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,180,180,Y,,25,no consumer — verify dead & remove (not a test target),
crypto,TREND_HEDGE_MAX_SEC,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,180,225,,,25,no consumer — verify dead & remove (not a test target),
crypto,TREND_HEDGE_MAX_SEC,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,180,270,,,25,no consumer — verify dead & remove (not a test target),
crypto,UNDERWATER_HEDGE_OR_CLOSE_ENABLED,Y,ENGINE_SCREEN,BACKTESTABLE,True,True,Y,,25,OFAT/Tier-2 sweep on NPZ (in grind),
crypto,UNDERWATER_HEDGE_OR_CLOSE_ENABLED,Y,ENGINE_SCREEN,BACKTESTABLE,True,False,,,25,OFAT/Tier-2 sweep on NPZ (in grind),
crypto,UNDERWATER_HEDGE_OR_CLOSE_HTF_CLOSE_REQUIRED,Y,ENGINE_SCREEN,BACKTESTABLE,2,1,,,25,OFAT/Tier-2 sweep on NPZ (in grind),
crypto,UNDERWATER_HEDGE_OR_CLOSE_HTF_CLOSE_REQUIRED,Y,ENGINE_SCREEN,BACKTESTABLE,2,1.5,,,25,OFAT/Tier-2 sweep on NPZ (in grind),
crypto,UNDERWATER_HEDGE_OR_CLOSE_HTF_CLOSE_REQUIRED,Y,ENGINE_SCREEN,BACKTESTABLE,2,2,Y,,25,OFAT/Tier-2 sweep on NPZ (in grind),
crypto,UNDERWATER_HEDGE_OR_CLOSE_HTF_CLOSE_REQUIRED,Y,ENGINE_SCREEN,BACKTESTABLE,2,2.5,,,25,OFAT/Tier-2 sweep on NPZ (in grind),
crypto,UNDERWATER_HEDGE_OR_CLOSE_HTF_CLOSE_REQUIRED,Y,ENGINE_SCREEN,BACKTESTABLE,2,3,,,25,OFAT/Tier-2 sweep on NPZ (in grind),
crypto,VEC_MTF_ARMED_GATE_HEDGE_OPEN,Y,VEC_SCREEN,BACKTESTABLE,False,True,,,25,OFAT/Tier-2 sweep on NPZ (in grind),
crypto,VEC_MTF_ARMED_GATE_HEDGE_OPEN,Y,VEC_SCREEN,BACKTESTABLE,False,False,Y,,25,OFAT/Tier-2 sweep on NPZ (in grind),
crypto,VP_GATE_HEDGE_GATE_ENABLED,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,False,True,,,25,no consumer — verify dead & remove (not a test target),
crypto,VP_GATE_HEDGE_GATE_ENABLED,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,False,False,Y,,25,no consumer — verify dead & remove (not a test target),
crypto,WT15M_AGAINST_FORCE_HEDGE_ENABLED,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,False,True,,,25,no consumer — verify dead & remove (not a test target),
crypto,WT15M_AGAINST_FORCE_HEDGE_ENABLED,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,False,False,Y,,25,no consumer — verify dead & remove (not a test target),
crypto,WT_15M_SAME_HEDGE_DAILY_CAP,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,2,1,,,25,no consumer — verify dead & remove (not a test target),
crypto,WT_15M_SAME_HEDGE_DAILY_CAP,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,2,1.5,,,25,no consumer — verify dead & remove (not a test target),
crypto,WT_15M_SAME_HEDGE_DAILY_CAP,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,2,2,Y,,25,no consumer — verify dead & remove (not a test target),
crypto,WT_15M_SAME_HEDGE_DAILY_CAP,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,2,2.5,,,25,no consumer — verify dead & remove (not a test target),
crypto,WT_15M_SAME_HEDGE_DAILY_CAP,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,2,3,,,25,no consumer — verify dead & remove (not a test target),
crypto,WT_15M_SAME_HEDGE_ENABLED,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,False,True,,,25,no consumer — verify dead & remove (not a test target),
crypto,WT_15M_SAME_HEDGE_ENABLED,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,False,False,Y,,25,no consumer — verify dead & remove (not a test target),
crypto,ABLATION_DISABLE_RATIO_REBALANCE,Y,DEAD,DEAD_REVIEW,False,True,,,26,no consumer — verify dead & remove (not a test target),
crypto,ABLATION_DISABLE_RATIO_REBALANCE,Y,DEAD,DEAD_REVIEW,False,False,Y,,26,no consumer — verify dead & remove (not a test target),
crypto,BREAKOUT_MAX_DD_RATIO,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,0.5,0.25,,,26,no consumer — verify dead & remove (not a test target),
crypto,BREAKOUT_MAX_DD_RATIO,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,0.5,0.375,,,26,no consumer — verify dead & remove (not a test target),
crypto,BREAKOUT_MAX_DD_RATIO,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,0.5,0.5,Y,,26,no consumer — verify dead & remove (not a test target),
crypto,BREAKOUT_MAX_DD_RATIO,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,0.5,0.625,,,26,no consumer — verify dead & remove (not a test target),
crypto,BREAKOUT_MAX_DD_RATIO,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,0.5,0.75,,,26,no consumer — verify dead & remove (not a test target),
crypto,DELTA_GATE_RATIO_REBALANCE,Y,DEAD,DEAD_REVIEW,False,True,,,26,no consumer — verify dead & remove (not a test target),
crypto,DELTA_GATE_RATIO_REBALANCE,Y,DEAD,DEAD_REVIEW,False,False,Y,,26,no consumer — verify dead & remove (not a test target),
crypto,LS_RATIO_CONTRARIAN_ENABLED,Y,DEAD,DEAD_REVIEW,False,True,,,26,no consumer — verify dead & remove (not a test target),
crypto,LS_RATIO_CONTRARIAN_ENABLED,Y,DEAD,DEAD_REVIEW,False,False,Y,,26,no consumer — verify dead & remove (not a test target),
crypto,LS_RATIO_ENFORCE,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,True,True,Y,,26,no consumer — verify dead & remove (not a test target),
crypto,LS_RATIO_ENFORCE,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,True,False,,,26,no consumer — verify dead & remove (not a test target),
crypto,LS_RATIO_HARD_MAX,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,3.5,1.75,,,26,no consumer — verify dead & remove (not a test target),
crypto,LS_RATIO_HARD_MAX,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,3.5,2.625,,,26,no consumer — verify dead & remove (not a test target),
crypto,LS_RATIO_HARD_MAX,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,3.5,3.5,Y,,26,no consumer — verify dead & remove (not a test target),
crypto,LS_RATIO_HARD_MAX,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,3.5,4.375,,,26,no consumer — verify dead & remove (not a test target),
crypto,LS_RATIO_HARD_MAX,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,3.5,5.25,,,26,no consumer — verify dead & remove (not a test target),
crypto,LS_RATIO_HARD_MIN,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,0.05,0.025,,,26,no consumer — verify dead & remove (not a test target),
crypto,LS_RATIO_HARD_MIN,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,0.05,0.0375,,,26,no consumer — verify dead & remove (not a test target),
crypto,LS_RATIO_HARD_MIN,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,0.05,0.05,Y,,26,no consumer — verify dead & remove (not a test target),
crypto,LS_RATIO_HARD_MIN,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,0.05,0.0625,,,26,no consumer — verify dead & remove (not a test target),
crypto,LS_RATIO_HARD_MIN,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,0.05,0.075,,,26,no consumer — verify dead & remove (not a test target),
crypto,LS_RATIO_LOG_INTERVAL,Y,LIVE_ONLY,FORWARD_TEST,60,30,,,26,live-only — judge on forward live results (no backtest path),
crypto,LS_RATIO_LOG_INTERVAL,Y,LIVE_ONLY,FORWARD_TEST,60,45,,,26,live-only — judge on forward live results (no backtest path),
crypto,LS_RATIO_LOG_INTERVAL,Y,LIVE_ONLY,FORWARD_TEST,60,60,Y,,26,live-only — judge on forward live results (no backtest path),
crypto,LS_RATIO_LOG_INTERVAL,Y,LIVE_ONLY,FORWARD_TEST,60,75,,,26,live-only — judge on forward live results (no backtest path),
crypto,LS_RATIO_LOG_INTERVAL,Y,LIVE_ONLY,FORWARD_TEST,60,90,,,26,live-only — judge on forward live results (no backtest path),
crypto,LS_RATIO_MAX,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,9,4.5,,,26,no consumer — verify dead & remove (not a test target),
crypto,LS_RATIO_MAX,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,9,6.75,,,26,no consumer — verify dead & remove (not a test target),
crypto,LS_RATIO_MAX,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,9,9,Y,,26,no consumer — verify dead & remove (not a test target),
crypto,LS_RATIO_MAX,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,9,11.25,,,26,no consumer — verify dead & remove (not a test target),
crypto,LS_RATIO_MAX,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,9,13.5,,,26,no consumer — verify dead & remove (not a test target),
crypto,LS_RATIO_MIN,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,0.11,0.055,,,26,no consumer — verify dead & remove (not a test target),
crypto,LS_RATIO_MIN,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,0.11,0.0825,,,26,no consumer — verify dead & remove (not a test target),
crypto,LS_RATIO_MIN,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,0.11,0.11,Y,,26,no consumer — verify dead & remove (not a test target),
crypto,LS_RATIO_MIN,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,0.11,0.1375,,,26,no consumer — verify dead & remove (not a test target),
crypto,LS_RATIO_MIN,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,0.11,0.165,,,26,no consumer — verify dead & remove (not a test target),
crypto,LS_RATIO_PENALTY,Y,DEAD,DEAD_REVIEW,15,7.5,,,26,no consumer — verify dead & remove (not a test target),
crypto,LS_RATIO_PENALTY,Y,DEAD,DEAD_REVIEW,15,11.25,,,26,no consumer — verify dead & remove (not a test target),
