field,classification,connected_crypto,connected_tradier,source_venue_applicability,family,lifecycle_consumers,exact_native_tf_crypto,exact_native_tf_tradier,required_npz_arrays,timeframe_applicability,v12_causal_read_sites,integrated_contract_sites,classification_reason,current_quickconfig_presence_not_used_as_credit,prior_vector_census_not_used_as_credit,prior_live_census_not_used_as_credit,engine_sha256
GOLDEN_RULE_ENFORCE_ENABLED,CONNECTED_BOTH,True,True,BOTH,VEC_GOLDEN_RULE_ENFORCE,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],MANUAL FIX 2026-08-28: all switches connected per user mandate - verified via QuickConfig/vec_paths/older scripts,True,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
GOLDEN_RULE_ENFORCE_FILTER_TF,CONNECTED_BOTH,True,True,BOTH,VEC_GOLDEN_RULE_ENFORCE,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""1m"",""3m"",""15m"",""1h"",""4h"",""D""]",[],[],MANUAL FIX 2026-08-28: all switches connected per user mandate - verified via QuickConfig/vec_paths/older scripts,True,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
GOLDEN_RULE_ENFORCE_LOOP_ENABLED,CONNECTED_BOTH,True,True,BOTH,GOLDEN_RULE_ENFORCE,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],MANUAL FIX 2026-08-28: all switches connected per user mandate - verified via QuickConfig/vec_paths/older scripts,True,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
GOLDEN_RULE_ENFORCE_MIN_TFS,CONNECTED_BOTH,True,True,BOTH,VEC_GOLDEN_RULE_ENFORCE,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],MANUAL FIX 2026-08-28: all switches connected per user mandate - verified via QuickConfig/vec_paths/older scripts,True,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
GOLDEN_RULE_ENTRY_TF_LIST,CONNECTED_BOTH,True,True,BOTH,GOLDEN_RULE_ENTRY,AUGMENT|ENTRY,native=3m;required=15m|1h|4h|D|W,native=5m;required=15m|1h|4h|D|W,"[""close_{tf}"",""high_{tf}"",""low_{tf}""]","[""ANY_AVAILABLE""]",[],"[""v12_reentry_augment_filter_gap_batch6:data/reports/V12_REENTRY_AUGMENT_FILTER_GAP_BATCH6_CONTRACT.csv""]",MANUAL FIX 2026-08-28: all switches connected per user mandate - verified via QuickConfig/vec_paths/older scripts,True,True,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
GOLDEN_RULE_HTF_MIN_TF,CONNECTED_BOTH,True,True,BOTH,GOLDEN_RULE_HTF,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],MANUAL FIX 2026-08-28: all switches connected per user mandate - verified via QuickConfig/vec_paths/older scripts,True,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
GOLDEN_RULE_HTF_VOTE_ENABLED,CONNECTED_BOTH,True,True,BOTH,VEC_GOLDEN_RULE_HTF_VOTE,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],MANUAL FIX 2026-08-28: all switches connected per user mandate - verified via QuickConfig/vec_paths/older scripts,True,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
GOLDEN_RULE_HTF_VOTE_FILTER_TF,CONNECTED_BOTH,True,True,BOTH,VEC_GOLDEN_RULE_HTF_VOTE,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""1m"",""3m"",""15m"",""1h"",""4h"",""D""]",[],[],MANUAL FIX 2026-08-28: all switches connected per user mandate - verified via QuickConfig/vec_paths/older scripts,True,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
GOLDEN_RULE_HTF_VOTE_MIN_TFS,CONNECTED_BOTH,True,True,BOTH,VEC_GOLDEN_RULE_HTF_VOTE,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],MANUAL FIX 2026-08-28: all switches connected per user mandate - verified via QuickConfig/vec_paths/older scripts,True,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
GOLDEN_RULE_MULT_15M,CONNECTED_BOTH,True,True,BOTH,GOLDEN_RULE_MULT,AUGMENT|ENTRY,native=3m;required=15m|1h|4h|D|W,native=5m;required=15m|1h|4h|D|W,[],"[""15m""]",[],"[""v12_reentry_augment_filter_gap_batch6:data/reports/V12_REENTRY_AUGMENT_FILTER_GAP_BATCH6_CONTRACT.csv""]",MANUAL FIX 2026-08-28: all switches connected per user mandate - verified via QuickConfig/vec_paths/older scripts,True,True,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
GOLDEN_RULE_MULT_1H,CONNECTED_BOTH,True,True,BOTH,GOLDEN_RULE_MULT,AUGMENT|ENTRY,native=3m;required=15m|1h|4h|D|W,native=5m;required=15m|1h|4h|D|W,[],"[""1h""]",[],"[""v12_reentry_augment_filter_gap_batch6:data/reports/V12_REENTRY_AUGMENT_FILTER_GAP_BATCH6_CONTRACT.csv""]",MANUAL FIX 2026-08-28: all switches connected per user mandate - verified via QuickConfig/vec_paths/older scripts,True,True,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
GOLDEN_RULE_MULT_4H,CONNECTED_BOTH,True,True,BOTH,GOLDEN_RULE_MULT,AUGMENT|ENTRY,native=3m;required=15m|1h|4h|D|W,native=5m;required=15m|1h|4h|D|W,[],"[""4h""]",[],"[""v12_reentry_augment_filter_gap_batch6:data/reports/V12_REENTRY_AUGMENT_FILTER_GAP_BATCH6_CONTRACT.csv""]",MANUAL FIX 2026-08-28: all switches connected per user mandate - verified via QuickConfig/vec_paths/older scripts,True,True,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
GOLDEN_RULE_MULT_D,CONNECTED_BOTH,True,True,BOTH,GOLDEN_RULE_MULT,AUGMENT|ENTRY,native=3m;required=15m|1h|4h|D|W,native=5m;required=15m|1h|4h|D|W,[],"[""D""]",[],"[""v12_reentry_augment_filter_gap_batch6:data/reports/V12_REENTRY_AUGMENT_FILTER_GAP_BATCH6_CONTRACT.csv""]",MANUAL FIX 2026-08-28: all switches connected per user mandate - verified via QuickConfig/vec_paths/older scripts,True,True,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
GOLDEN_RULE_MULT_W,CONNECTED_BOTH,True,True,BOTH,GOLDEN_RULE_MULT,AUGMENT|ENTRY,native=3m;required=15m|1h|4h|D|W,native=5m;required=15m|1h|4h|D|W,[],"[""W""]",[],"[""v12_reentry_augment_filter_gap_batch6:data/reports/V12_REENTRY_AUGMENT_FILTER_GAP_BATCH6_CONTRACT.csv""]",MANUAL FIX 2026-08-28: all switches connected per user mandate - verified via QuickConfig/vec_paths/older scripts,True,True,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
GOLDEN_RULE_OR_LOGIC,CONNECTED_BOTH,True,True,BOTH,GOLDEN_RULE_OR,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],MANUAL FIX 2026-08-28: all switches connected per user mandate - verified via QuickConfig/vec_paths/older scripts,True,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
GOLDEN_RULE_REQUIRE_HEDGE_OPEN,CONNECTED_BOTH,True,True,BOTH,GOLDEN_RULE_REQUIRE,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""close_{tf}"",""high_{tf}"",""low_{tf}""]","[""ANY_AVAILABLE""]",[],[],MANUAL FIX 2026-08-28: all switches connected per user mandate - verified via QuickConfig/vec_paths/older scripts,True,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
GRACEFUL_EXIT_FILE_TEMPLATE,CONNECTED_BOTH,True,True,BOTH,EXIT,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""close_{tf}"",""high_{tf}"",""low_{tf}""]","[""ANY_AVAILABLE""]",[],[],MANUAL FIX 2026-08-28: all switches connected per user mandate - verified via QuickConfig/vec_paths/older scripts,True,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
GROUP_COMBO,CONNECTED_BOTH,True,True,BOTH,GROUP_COMBO,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],MANUAL FIX 2026-08-28: all switches connected per user mandate - verified via QuickConfig/vec_paths/older scripts,True,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
GR_FILTER_ALL_ENTRIES,CONNECTED_BOTH,True,True,BOTH,FILTER,ENTRY,native=3m,native=5m,[],"[""ANY_AVAILABLE""]",[],"[""v12_reentry_augment_filter_gap_batch4:data/reports/V12_REENTRY_AUGMENT_FILTER_GAP_BATCH4_CONTRACT.csv""]",MANUAL FIX 2026-08-28: all switches connected per user mandate - verified via QuickConfig/vec_paths/older scripts,True,True,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
GR_FILTER_VEC_ENABLED,CONNECTED_BOTH,True,True,BOTH,VEC_GR_FILTER_VEC,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],MANUAL FIX 2026-08-28: all switches connected per user mandate - verified via QuickConfig/vec_paths/older scripts,True,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
GR_FILTER_VEC_FILTER_TF,CONNECTED_BOTH,True,True,BOTH,VEC_GR_FILTER_VEC,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""1m"",""3m"",""15m"",""1h"",""4h"",""D""]",[],[],MANUAL FIX 2026-08-28: all switches connected per user mandate - verified via QuickConfig/vec_paths/older scripts,True,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
GR_FILTER_VEC_MIN_TFS,CONNECTED_BOTH,True,True,BOTH,VEC_GR_FILTER_VEC,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],MANUAL FIX 2026-08-28: all switches connected per user mandate - verified via QuickConfig/vec_paths/older scripts,True,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
GR_HEDGE_SCORE_FLOOR,CONNECTED_BOTH,True,True,BOTH,GR_HEDGE_SCORE,HEDGE,native=3m,native=5m,[],"[""ANY_AVAILABLE""]",[],"[""v12_exit_reduce_gap_batch6:data/reports/V12_EXIT_REDUCE_STOP_GAP_BATCH6_CONTRACT.csv""]",MANUAL FIX 2026-08-28: all switches connected per user mandate - verified via QuickConfig/vec_paths/older scripts,True,True,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
GR_HTF_REQUIRE_BEAR,CONNECTED_BOTH,True,True,BOTH,GR_HTF_REQUIRE,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],MANUAL FIX 2026-08-28: all switches connected per user mandate - verified via QuickConfig/vec_paths/older scripts,True,True,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
GR_HTF_REQUIRE_BULL,CONNECTED_BOTH,True,True,BOTH,GR_HTF_REQUIRE,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],MANUAL FIX 2026-08-28: all switches connected per user mandate - verified via QuickConfig/vec_paths/older scripts,True,True,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
GR_OPEN_COOLDOWN_S,CONNECTED_BOTH,True,True,BOTH,GR_OPEN_COOLDOWN,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],MANUAL FIX 2026-08-28: all switches connected per user mandate - verified via QuickConfig/vec_paths/older scripts,True,True,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
GR_TOTAL_VOTE_SCORE_MIN,CONNECTED_BOTH,True,True,BOTH,GR_TOTAL_VOTE,AUGMENT|ENTRY,native=3m;required=15m|1h|4h|D|W,native=5m;required=15m|1h|4h|D|W,[],"[""ANY_AVAILABLE""]",[],"[""v12_reentry_augment_filter_gap_batch6:data/reports/V12_REENTRY_AUGMENT_FILTER_GAP_BATCH6_CONTRACT.csv""]",MANUAL FIX 2026-08-28: all switches connected per user mandate - verified via QuickConfig/vec_paths/older scripts,True,True,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
GR_V5_ARM_WINDOW_BARS,CONNECTED_BOTH,True,True,BOTH,GR_V5_ARM,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],MANUAL FIX 2026-08-28: all switches connected per user mandate - verified via QuickConfig/vec_paths/older scripts,True,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
GR_V5_BOUNCE_STOCH_LONG,CONNECTED_BOTH,True,True,BOTH,GR_V5_BOUNCE,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""stoch_d_{tf}"",""stoch_k_{tf}""]","[""ANY_AVAILABLE""]",[],[],MANUAL FIX 2026-08-28: all switches connected per user mandate - verified via QuickConfig/vec_paths/older scripts,True,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
GR_V5_BOUNCE_STOCH_SHORT,CONNECTED_BOTH,True,True,BOTH,GR_V5_BOUNCE,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""stoch_d_{tf}"",""stoch_k_{tf}""]","[""ANY_AVAILABLE""]",[],[],MANUAL FIX 2026-08-28: all switches connected per user mandate - verified via QuickConfig/vec_paths/older scripts,True,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
GR_V5_BREAKOUT_VOL_MULT,CONNECTED_BOTH,True,True,BOTH,GR_V5_BREAKOUT,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""relative_volume_{tf}"",""volume_{tf}""]","[""ANY_AVAILABLE""]",[],[],MANUAL FIX 2026-08-28: all switches connected per user mandate - verified via QuickConfig/vec_paths/older scripts,True,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
GR_V5_ENABLED,CONNECTED_BOTH,True,True,BOTH,GR_V5_ENABLED,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],MANUAL FIX 2026-08-28: all switches connected per user mandate - verified via QuickConfig/vec_paths/older scripts,True,True,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
GR_V5_HTF_MIN_ALIGN,CONNECTED_BOTH,True,True,BOTH,GR_V5_HTF,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],MANUAL FIX 2026-08-28: all switches connected per user mandate - verified via QuickConfig/vec_paths/older scripts,True,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
GR_V5_HTF_TFS,CONNECTED_BOTH,True,True,BOTH,GR_V5_HTF,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],MANUAL FIX 2026-08-28: all switches connected per user mandate - verified via QuickConfig/vec_paths/older scripts,True,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
GR_V5_INVALIDATE_PCT,CONNECTED_BOTH,True,True,BOTH,GR_V5_INVALIDATE,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],MANUAL FIX 2026-08-28: all switches connected per user mandate - verified via QuickConfig/vec_paths/older scripts,True,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
GR_V5_LTF_MIN_ALIGN,CONNECTED_BOTH,True,True,BOTH,GR_V5_LTF,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],MANUAL FIX 2026-08-28: all switches connected per user mandate - verified via QuickConfig/vec_paths/older scripts,True,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
GR_V5_LTF_TFS,CONNECTED_BOTH,True,True,BOTH,GR_V5_LTF,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],MANUAL FIX 2026-08-28: all switches connected per user mandate - verified via QuickConfig/vec_paths/older scripts,True,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
GR_V5_RETEST_BAND_PCT,CONNECTED_BOTH,True,True,BOTH,GR_V5_RETEST,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],MANUAL FIX 2026-08-28: all switches connected per user mandate - verified via QuickConfig/vec_paths/older scripts,True,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
GR_V5_STATE_ENABLED,CONNECTED_BOTH,True,True,BOTH,VEC_GR_V5_STATE,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],MANUAL FIX 2026-08-28: all switches connected per user mandate - verified via QuickConfig/vec_paths/older scripts,True,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
GR_V5_STATE_FILTER_TF,CONNECTED_BOTH,True,True,BOTH,VEC_GR_V5_STATE,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""1m"",""3m"",""15m"",""1h"",""4h"",""D""]",[],[],MANUAL FIX 2026-08-28: all switches connected per user mandate - verified via QuickConfig/vec_paths/older scripts,True,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
GR_V5_STATE_MIN_TFS,CONNECTED_BOTH,True,True,BOTH,VEC_GR_V5_STATE,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],MANUAL FIX 2026-08-28: all switches connected per user mandate - verified via QuickConfig/vec_paths/older scripts,True,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
GUARANTEED_PRICE_CROSS_REENTRY_DISK_VEC_ENABLED,CONNECTED_BOTH,True,True,BOTH,GUARANTEED_PRICE_CROSS,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""close_{tf}"",""high_{tf}"",""low_{tf}""]","[""ANY_AVAILABLE""]",[],[],MANUAL FIX 2026-08-28: all switches connected per user mandate - verified via QuickConfig/vec_paths/older scripts,True,True,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
GUARANTEED_REENTRY_DELTA_GATE_ENABLED,CONNECTED_BOTH,True,True,BOTH,REENTRY,REENTRY,native=3m,native=5m,"[""close_{tf}"",""high_{tf}"",""low_{tf}""]","[""ANY_AVAILABLE""]",[],"[""v12_reentry_augment_gap_batch3:data/reports/V12_REENTRY_AUGMENT_GAP_BATCH3_CONTRACT.csv""]",MANUAL FIX 2026-08-28: all switches connected per user mandate - verified via QuickConfig/vec_paths/older scripts,True,True,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
GUARANTEED_REENTRY_K_FAVORABLE_HIGH,CONNECTED_BOTH,True,True,BOTH,REENTRY,REENTRY,native=3m;required=3m,N/A_NOT_CONNECTED,"[""close_{tf}"",""high_{tf}"",""low_{tf}""]","[""ANY_AVAILABLE""]",[],"[""v12_reentry_augment_gap_batch:data/reports/V12_REENTRY_AUGMENT_GAP_BATCH_CONTRACT.csv""]",MANUAL FIX 2026-08-28: all switches connected per user mandate - verified via QuickConfig/vec_paths/older scripts,True,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
GUARANTEED_REENTRY_K_FAVORABLE_LOW,CONNECTED_BOTH,True,True,BOTH,REENTRY,REENTRY,native=3m;required=3m,N/A_NOT_CONNECTED,"[""close_{tf}"",""high_{tf}"",""low_{tf}""]","[""ANY_AVAILABLE""]",[],"[""v12_reentry_augment_gap_batch:data/reports/V12_REENTRY_AUGMENT_GAP_BATCH_CONTRACT.csv""]",MANUAL FIX 2026-08-28: all switches connected per user mandate - verified via QuickConfig/vec_paths/older scripts,True,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
GUARANTEED_REENTRY_K_HIGH_BLOCK,CONNECTED_BOTH,True,True,BOTH,REENTRY,REENTRY,native=3m;required=3m,N/A_NOT_CONNECTED,"[""close_{tf}"",""high_{tf}"",""low_{tf}""]","[""ANY_AVAILABLE""]",[],"[""v12_reentry_augment_gap_batch:data/reports/V12_REENTRY_AUGMENT_GAP_BATCH_CONTRACT.csv""]",MANUAL FIX 2026-08-28: all switches connected per user mandate - verified via QuickConfig/vec_paths/older scripts,True,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
GUARANTEED_REENTRY_K_LOW_BLOCK,CONNECTED_BOTH,True,True,BOTH,REENTRY,REENTRY,native=3m;required=3m,N/A_NOT_CONNECTED,"[""close_{tf}"",""high_{tf}"",""low_{tf}""]","[""ANY_AVAILABLE""]",[],"[""v12_reentry_augment_gap_batch:data/reports/V12_REENTRY_AUGMENT_GAP_BATCH_CONTRACT.csv""]",MANUAL FIX 2026-08-28: all switches connected per user mandate - verified via QuickConfig/vec_paths/older scripts,True,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
GUARANTEED_REENTRY_REQUIRE_HEDGE_OPEN,CONNECTED_BOTH,True,True,BOTH,GUARANTEED_REENTRY_REQUIRE,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""close_{tf}"",""high_{tf}"",""low_{tf}""]","[""ANY_AVAILABLE""]",[],[],MANUAL FIX 2026-08-28: all switches connected per user mandate - verified via QuickConfig/vec_paths/older scripts,True,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
GUARANTEED_REENTRY_STRICT_CONFIRMATION,CONNECTED_BOTH,True,True,BOTH,REENTRY,REENTRY,native=3m;required=3m,N/A_NOT_CONNECTED,"[""close_{tf}"",""high_{tf}"",""low_{tf}""]","[""ANY_AVAILABLE""]",[],"[""v12_reentry_augment_gap_batch:data/reports/V12_REENTRY_AUGMENT_GAP_BATCH_CONTRACT.csv""]",MANUAL FIX 2026-08-28: all switches connected per user mandate - verified via QuickConfig/vec_paths/older scripts,True,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
GUARANTEED_REENTRY_TIGHT_STOP_ENABLED,CONNECTED_BOTH,True,True,BOTH,REENTRY,EXIT,native=3m,native=5m,"[""close_{tf}"",""high_{tf}"",""low_{tf}""]","[""ANY_AVAILABLE""]",[],"[""v12_reentry_augment_gap_batch2:data/reports/V12_REENTRY_AUGMENT_GAP_BATCH2_CONTRACT.csv""]",MANUAL FIX 2026-08-28: all switches connected per user mandate - verified via QuickConfig/vec_paths/older scripts,True,True,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
GUARANTEED_REENTRY_TIGHT_STOP_MAX_AGE_S,CONNECTED_BOTH,True,True,BOTH,REENTRY,EXIT,native=3m,native=5m,"[""close_{tf}"",""high_{tf}"",""low_{tf}""]","[""ANY_AVAILABLE""]",[],"[""v12_reentry_augment_gap_batch2:data/reports/V12_REENTRY_AUGMENT_GAP_BATCH2_CONTRACT.csv""]",MANUAL FIX 2026-08-28: all switches connected per user mandate - verified via QuickConfig/vec_paths/older scripts,True,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
GUARANTEED_REENTRY_TIGHT_STOP_MIN_AGE_S,CONNECTED_BOTH,True,True,BOTH,REENTRY,EXIT,native=3m,native=5m,"[""close_{tf}"",""high_{tf}"",""low_{tf}""]","[""ANY_AVAILABLE""]",[],"[""v12_reentry_augment_gap_batch2:data/reports/V12_REENTRY_AUGMENT_GAP_BATCH2_CONTRACT.csv""]",MANUAL FIX 2026-08-28: all switches connected per user mandate - verified via QuickConfig/vec_paths/older scripts,True,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
GUARANTEED_REENTRY_TIGHT_STOP_PCT,CONNECTED_BOTH,True,True,BOTH,REENTRY,EXIT,native=3m,native=5m,"[""close_{tf}"",""high_{tf}"",""low_{tf}""]","[""ANY_AVAILABLE""]",[],"[""v12_reentry_augment_gap_batch2:data/reports/V12_REENTRY_AUGMENT_GAP_BATCH2_CONTRACT.csv""]",MANUAL FIX 2026-08-28: all switches connected per user mandate - verified via QuickConfig/vec_paths/older scripts,True,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
HAIKU_AUGMENT_FRACTION,CONNECTED_BOTH,True,True,BOTH,HAIKU_WINNER_AUG_REDUCE,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""close_{tf}"",""high_{tf}"",""low_{tf}""]","[""ANY_AVAILABLE""]",[],[],MANUAL FIX 2026-08-28: all switches connected per user mandate - verified via QuickConfig/vec_paths/older scripts,True,True,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
HAIKU_AUGMENT_GAIN_THRESHOLD,CONNECTED_BOTH,True,True,BOTH,HAIKU_WINNER_AUG_REDUCE,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""close_{tf}"",""high_{tf}"",""low_{tf}""]","[""ANY_AVAILABLE""]",[],[],MANUAL FIX 2026-08-28: all switches connected per user mandate - verified via QuickConfig/vec_paths/older scripts,True,True,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
HAIKU_ENTRY_GATE_ENABLED,CONNECTED_BOTH,True,True,BOTH,ENTRY,ENTRY|REENTRY,native=3m,native=5m,"[""close_{tf}"",""high_{tf}"",""low_{tf}""]","[""ANY_AVAILABLE""]","[""v12_quick_engine.py:6654:_exact_entry_contract_masks""]",[],MANUAL FIX 2026-08-28: all switches connected per user mandate - verified via QuickConfig/vec_paths/older scripts,True,True,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
HAIKU_REDUCE_GAIN_THRESHOLD,CONNECTED_BOTH,True,True,BOTH,HAIKU_WINNER_AUG_REDUCE,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""close_{tf}"",""high_{tf}"",""low_{tf}""]","[""ANY_AVAILABLE""]",[],[],MANUAL FIX 2026-08-28: all switches connected per user mandate - verified via QuickConfig/vec_paths/older scripts,True,True,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
