param,family,main_switch,activation_dependencies,master_resolution,group,registry_role,role,kind,default,test_values,default_control_present,grid_repair_reasons,screen_backends,differential_readiness,deployment_scope,binding_evidence,static_read_sites,promotion_blockers,precedence_layer,precedence_order,retest_class,description,description_source,switch_guidance,per_symbol_live_read,consumed_by,invalidates_layers,requires_controls
DELTA_GATE_REENTRY,DELTA_GATE_REENTRY,,[],STANDALONE_OR_UNRESOLVED,ENTRY,FILTER,FILTER,bool,True,"[true, false]",True,[],"[""EXACT_V8""]",RESEARCH_ONLY_NONDEPLOYABLE,NONDEPLOYABLE_NO_LIVE_READ,NO_LIVE_DECISION_READ,{},"[""NO_LIVE_DECISION_READ""]",REENTRY,60,REENTRY_CYCLE,"ENTRY FILTER — sets the delta gate reentry entry condition/value used to admit opens or adds; changing it changes the trade population consumed by every later exit and reentry; off=False; global-only. RESEARCH ONLY — no current live-decision read site was found, so a backtest result cannot be deployed as this knob.",GENERATED_CONSERVATIVE,Enable/loosen when valid exits miss continuation; never clear the reclaim latch.,False,"{""live"": false, ""tier2"": true, ""vec"": false}","[""EXIT_SOURCE"", ""EXIT_FILTER"", ""REENTRY"", ""SIZING""]","[""CONTRACT_DATA_CAUSALITY"", ""CONTRACT_SIDE_ACCOUNT"", ""CONTRACT_CAPITAL_COST"", ""CONTRACT_BASELINE_CONTROL""]"
DELTA_GATE_SBA,DELTA_GATE_SBA,,[],STANDALONE_OR_UNRESOLVED,OTHER,FILTER,FILTER,bool,True,"[true, false]",True,[],"[""EXACT_V8""]",RESEARCH_ONLY_NONDEPLOYABLE,NONDEPLOYABLE_NO_LIVE_READ,NO_LIVE_DECISION_READ,{},"[""NO_LIVE_DECISION_READ""]",CROSS_CUTTING_GUARD,15,CROSS_CUTTING_BUNDLE,"OTHER FILTER — sets the cross-cutting delta gate sba regime/alignment/risk condition or value; because it may gate several action families, use a same-fold complete-bundle control; off=False; global-only. RESEARCH ONLY — no current live-decision read site was found, so a backtest result cannot be deployed as this knob.",GENERATED_CONSERVATIVE,Treat as a cross-cutting guard; retest the complete bundle or mark RECONNECT.,False,"{""live"": false, ""tier2"": true, ""vec"": false}","[""CROSS_CUTTING_GUARD"", ""ENTRY_SOURCE"", ""ENTRY_FILTER"", ""EXIT_SOURCE"", ""EXIT_FILTER"", ""REENTRY"", ""SIZING""]","[""CONTRACT_DATA_CAUSALITY"", ""CONTRACT_SIDE_ACCOUNT"", ""CONTRACT_CAPITAL_COST"", ""CONTRACT_BASELINE_CONTROL""]"
DELTA_GATE_STDEV_BREAKOUT,DELTA_GATE_STDEV,,[],STANDALONE_OR_UNRESOLVED,ENTRY,FILTER,FILTER,bool,True,"[true, false]",True,[],"[""EXACT_V8""]",RESEARCH_ONLY_NONDEPLOYABLE,NONDEPLOYABLE_NO_LIVE_READ,NO_LIVE_DECISION_READ,{},"[""NO_LIVE_DECISION_READ""]",ENTRY_FILTER,30,ENTRY_AND_DOWNSTREAM,"ENTRY FILTER — sets the delta gate stdev breakout entry condition/value used to admit opens or adds; changing it changes the trade population consumed by every later exit and reentry; off=False; global-only. RESEARCH ONLY — no current live-decision read site was found, so a backtest result cannot be deployed as this knob.",GENERATED_CONSERVATIVE,Tighten to reduce qualifying entries; loosen to restore trades; verify polarity.,False,"{""live"": false, ""tier2"": true, ""vec"": false}","[""ENTRY_SOURCE"", ""ENTRY_FILTER"", ""EXIT_SOURCE"", ""EXIT_FILTER"", ""REENTRY"", ""SIZING"", ""CROSS_CUTTING_GUARD""]","[""CONTRACT_DATA_CAUSALITY"", ""CONTRACT_SIDE_ACCOUNT"", ""CONTRACT_CAPITAL_COST"", ""CONTRACT_BASELINE_CONTROL""]"
DELTA_GATE_VOL_SPIKE,DELTA_GATE_VOL,,[],STANDALONE_OR_UNRESOLVED,OTHER,FILTER,FILTER,bool,False,"[true, false]",True,[],"[""EXACT_V8""]",RESEARCH_ONLY_NONDEPLOYABLE,NONDEPLOYABLE_NO_LIVE_READ,NO_LIVE_DECISION_READ,{},"[""NO_LIVE_DECISION_READ""]",CROSS_CUTTING_GUARD,15,CROSS_CUTTING_BUNDLE,"OTHER FILTER — sets the cross-cutting delta gate vol spike regime/alignment/risk condition or value; because it may gate several action families, use a same-fold complete-bundle control; off=False; global-only. RESEARCH ONLY — no current live-decision read site was found, so a backtest result cannot be deployed as this knob.",GENERATED_CONSERVATIVE,Treat as a cross-cutting guard; retest the complete bundle or mark RECONNECT.,False,"{""live"": false, ""tier2"": true, ""vec"": false}","[""CROSS_CUTTING_GUARD"", ""ENTRY_SOURCE"", ""ENTRY_FILTER"", ""EXIT_SOURCE"", ""EXIT_FILTER"", ""REENTRY"", ""SIZING""]","[""CONTRACT_DATA_CAUSALITY"", ""CONTRACT_SIDE_ACCOUNT"", ""CONTRACT_CAPITAL_COST"", ""CONTRACT_BASELINE_CONTROL""]"
DELTA_MAX_HOLD_BARS,DELTA_MAX_HOLD,,[],STANDALONE_OR_UNRESOLVED,OTHER,FILTER,FILTER,num,0,"[0, 1]",True,[],"[""EXACT_V8""]",RESEARCH_ONLY_NONDEPLOYABLE,NONDEPLOYABLE_NO_LIVE_READ,NO_LIVE_DECISION_READ,{},"[""NO_LIVE_DECISION_READ""]",CROSS_CUTTING_GUARD,15,CROSS_CUTTING_BUNDLE,"OTHER FILTER — sets the cross-cutting delta maximum hold bars regime/alignment/risk condition or value; because it may gate several action families, use a same-fold complete-bundle control; off=None; global-only. RESEARCH ONLY — no current live-decision read site was found, so a backtest result cannot be deployed as this knob.",GENERATED_CONSERVATIVE,"Numeric polarity is signal-dependent; screen a bounded range, never guess.",False,"{""live"": false, ""tier2"": true, ""vec"": false}","[""CROSS_CUTTING_GUARD"", ""ENTRY_SOURCE"", ""ENTRY_FILTER"", ""EXIT_SOURCE"", ""EXIT_FILTER"", ""REENTRY"", ""SIZING""]","[""CONTRACT_DATA_CAUSALITY"", ""CONTRACT_SIDE_ACCOUNT"", ""CONTRACT_CAPITAL_COST"", ""CONTRACT_BASELINE_CONTROL""]"
DELTA_PYRAMID_ACCEL_THRESHOLD,DELTA_PYRAMID_ACCEL,DELTA_PYRAMID_ENABLED,"[""DELTA_PYRAMID_ENABLED""]",VERIFIED_PREFIX_OR_EXPLICIT,OTHER,FILTER,FILTER,num,0.2,"[0.1, 0.15, 0.2, 0.25, 0.3]",True,[],"[""EXACT_V8""]",READY_EXACT_ONLY,GLOBAL_ONLY,DIRECT_LIVE_CONFIG_READ,"{""live_decision"": [""tradier_manage.py""]}",[],CROSS_CUTTING_GUARD,15,CROSS_CUTTING_BUNDLE,"OTHER FILTER — sets the cross-cutting delta pyramid accel threshold regime/alignment/risk condition or value; because it may gate several action families, use a same-fold complete-bundle control; off=None; global-only.",GENERATED_CONSERVATIVE,"Numeric polarity is signal-dependent; screen a bounded range, never guess.",False,"{""live"": true, ""tier2"": false, ""vec"": false}","[""CROSS_CUTTING_GUARD"", ""ENTRY_SOURCE"", ""ENTRY_FILTER"", ""EXIT_SOURCE"", ""EXIT_FILTER"", ""REENTRY"", ""SIZING""]","[""CONTRACT_DATA_CAUSALITY"", ""CONTRACT_SIDE_ACCOUNT"", ""CONTRACT_CAPITAL_COST"", ""CONTRACT_BASELINE_CONTROL""]"
DELTA_PYRAMID_ENABLED,DELTA_PYRAMID,,[],SELF_MASTER,OTHER,MAIN_SWITCH,MAIN_SWITCH,bool,True,"[true, false]",True,[],"[""EXACT_V8""]",RESEARCH_ONLY_NONDEPLOYABLE,NONDEPLOYABLE_NO_LIVE_READ,NO_LIVE_DECISION_READ,{},"[""NO_LIVE_DECISION_READ""]",FAMILY_MASTER,10,FAMILY_AND_DOWNSTREAM,"OTHER MAIN SWITCH — turns the delta pyramid enabled action family on/off; its OFF control must remove that family's actions before any dependent setting is ranked; off=False; global-only. RESEARCH ONLY — no current live-decision read site was found, so a backtest result cannot be deployed as this knob.",GENERATED_CONSERVATIVE,Prove off/on changes the exact trade fingerprint before testing sub-settings.,False,"{""live"": false, ""tier2"": true, ""vec"": false}","[""FAMILY_MASTER"", ""ENTRY_SOURCE"", ""ENTRY_FILTER"", ""EXIT_SOURCE"", ""EXIT_FILTER"", ""REENTRY"", ""SIZING"", ""CROSS_CUTTING_GUARD""]","[""CONTRACT_DATA_CAUSALITY"", ""CONTRACT_SIDE_ACCOUNT"", ""CONTRACT_CAPITAL_COST"", ""CONTRACT_BASELINE_CONTROL""]"
DELTA_PYRAMID_MIN_BARS,DELTA_PYRAMID_MIN,DELTA_PYRAMID_ENABLED,"[""DELTA_PYRAMID_ENABLED""]",VERIFIED_PREFIX_OR_EXPLICIT,OTHER,FILTER,FILTER,num,8,"[4, 6, 8, 10, 12]",True,[],"[""EXACT_V8""]",READY_EXACT_ONLY,GLOBAL_ONLY,DIRECT_LIVE_CONFIG_READ,"{""live_decision"": [""tradier_manage.py""]}",[],CROSS_CUTTING_GUARD,15,CROSS_CUTTING_BUNDLE,"OTHER FILTER — sets the cross-cutting delta pyramid minimum bars regime/alignment/risk condition or value; because it may gate several action families, use a same-fold complete-bundle control; off=None; global-only.",GENERATED_CONSERVATIVE,"Numeric polarity is signal-dependent; screen a bounded range, never guess.",False,"{""live"": true, ""tier2"": false, ""vec"": false}","[""CROSS_CUTTING_GUARD"", ""ENTRY_SOURCE"", ""ENTRY_FILTER"", ""EXIT_SOURCE"", ""EXIT_FILTER"", ""REENTRY"", ""SIZING""]","[""CONTRACT_DATA_CAUSALITY"", ""CONTRACT_SIDE_ACCOUNT"", ""CONTRACT_CAPITAL_COST"", ""CONTRACT_BASELINE_CONTROL""]"
DELTA_REENTRY_MIN_TF,DELTA_REENTRY_MIN,,[],STANDALONE_OR_UNRESOLVED,ENTRY,TF,TF,num,2,"[1, 2, 3]",True,[],"[""EXACT_V8""]",RESEARCH_ONLY_NONDEPLOYABLE,NONDEPLOYABLE_NO_LIVE_READ,NO_LIVE_DECISION_READ,{},"[""NO_LIVE_DECISION_READ""]",REENTRY,60,REENTRY_CYCLE,"ENTRY TF — sets the delta reentry minimum timeframe entry condition/value used to admit opens or adds; changing it changes the trade population consumed by every later exit and reentry; off=None; global-only. RESEARCH ONLY — no current live-decision read site was found, so a backtest result cannot be deployed as this knob.",GENERATED_CONSERVATIVE,Enable/loosen when valid exits miss continuation; never clear the reclaim latch.,False,"{""live"": false, ""tier2"": true, ""vec"": false}","[""EXIT_SOURCE"", ""EXIT_FILTER"", ""REENTRY"", ""SIZING""]","[""CONTRACT_DATA_CAUSALITY"", ""CONTRACT_SIDE_ACCOUNT"", ""CONTRACT_CAPITAL_COST"", ""CONTRACT_BASELINE_CONTROL""]"
DELTA_REENTRY_REQUIRE_NOT_EXITING,DELTA_REENTRY_REQUIRE,,[],STANDALONE_OR_UNRESOLVED,EXIT,CONDITION,CONDITION,bool,False,"[true, false]",True,[],"[""EXACT_V8""]",RESEARCH_ONLY_NONDEPLOYABLE,NONDEPLOYABLE_NO_LIVE_READ,NO_LIVE_DECISION_READ,{},"[""NO_LIVE_DECISION_READ""]",REENTRY,60,REENTRY_CYCLE,"EXIT CONDITION — sets the delta reentry require not exiting reopening condition/value after an exit; it must be measured with the paired exit and persistent reclaim obligation; off=None; global-only. RESEARCH ONLY — no current live-decision read site was found, so a backtest result cannot be deployed as this knob.",GENERATED_CONSERVATIVE,Enable/loosen when valid exits miss continuation; never clear the reclaim latch.,False,"{""live"": false, ""tier2"": true, ""vec"": false}","[""EXIT_SOURCE"", ""EXIT_FILTER"", ""REENTRY"", ""SIZING""]","[""CONTRACT_DATA_CAUSALITY"", ""CONTRACT_SIDE_ACCOUNT"", ""CONTRACT_CAPITAL_COST"", ""CONTRACT_BASELINE_CONTROL""]"
DELTA_REENTRY_Z_THRESHOLD,DELTA_REENTRY_Z,,[],STANDALONE_OR_UNRESOLVED,ENTRY,FILTER,FILTER,num,1.0,"[0.5, 0.75, 1.0, 1.25, 1.5]",True,[],"[""EXACT_V8""]",RESEARCH_ONLY_NONDEPLOYABLE,NONDEPLOYABLE_NO_LIVE_READ,NO_LIVE_DECISION_READ,{},"[""NO_LIVE_DECISION_READ""]",REENTRY,60,REENTRY_CYCLE,"ENTRY FILTER — sets the delta reentry z threshold entry condition/value used to admit opens or adds; changing it changes the trade population consumed by every later exit and reentry; off=None; global-only. RESEARCH ONLY — no current live-decision read site was found, so a backtest result cannot be deployed as this knob.",GENERATED_CONSERVATIVE,Enable/loosen when valid exits miss continuation; never clear the reclaim latch.,False,"{""live"": false, ""tier2"": true, ""vec"": false}","[""EXIT_SOURCE"", ""EXIT_FILTER"", ""REENTRY"", ""SIZING""]","[""CONTRACT_DATA_CAUSALITY"", ""CONTRACT_SIDE_ACCOUNT"", ""CONTRACT_CAPITAL_COST"", ""CONTRACT_BASELINE_CONTROL""]"
DELTA_TF_Z_THRESHOLD,DELTA_TF_Z,,[],STANDALONE_OR_UNRESOLVED,OTHER,TF,TF,num,1.5,"[0.75, 1.125, 1.5, 1.875, 2.25]",True,[],"[""VECTOR_DIAGNOSTIC"", ""EXACT_V8""]",READY_VECTOR_SCREEN_THEN_EXACT,GLOBAL_ONLY,DIRECT_LIVE_CONFIG_READ,"{""live_decision"": [""tradier_manage.py""]}",[],CROSS_CUTTING_GUARD,15,CROSS_CUTTING_BUNDLE,"OTHER TF — sets the cross-cutting delta timeframe z threshold regime/alignment/risk condition or value; because it may gate several action families, use a same-fold complete-bundle control; off=None; global-only.",GENERATED_CONSERVATIVE,"Numeric polarity is signal-dependent; screen a bounded range, never guess.",False,"{""live"": true, ""tier2"": false, ""vec"": true}","[""CROSS_CUTTING_GUARD"", ""ENTRY_SOURCE"", ""ENTRY_FILTER"", ""EXIT_SOURCE"", ""EXIT_FILTER"", ""REENTRY"", ""SIZING""]","[""CONTRACT_DATA_CAUSALITY"", ""CONTRACT_SIDE_ACCOUNT"", ""CONTRACT_CAPITAL_COST"", ""CONTRACT_BASELINE_CONTROL""]"
DG_DAILY_GAIN_BLOCK_SHORT_PCT,DG_DAILY_GAIN,,[],STANDALONE_OR_UNRESOLVED,OTHER,FILTER,FILTER,num,2.5,"[1.25, 1.875, 2.5, 3.125, 3.75]",True,[],"[""EXACT_V8""]",READY_EXACT_ONLY,GLOBAL_ONLY,DIRECT_LIVE_CONFIG_READ,"{""live_decision"": [""tradier_manage.py""]}",[],CROSS_CUTTING_GUARD,15,CROSS_CUTTING_BUNDLE,"OTHER FILTER — sets the cross-cutting dg daily gain block short percent regime/alignment/risk condition or value; because it may gate several action families, use a same-fold complete-bundle control; off=None; global-only.",GENERATED_CONSERVATIVE,"Numeric polarity is signal-dependent; screen a bounded range, never guess.",False,"{""live"": true, ""tier2"": false, ""vec"": false}","[""CROSS_CUTTING_GUARD"", ""ENTRY_SOURCE"", ""ENTRY_FILTER"", ""EXIT_SOURCE"", ""EXIT_FILTER"", ""REENTRY"", ""SIZING""]","[""CONTRACT_DATA_CAUSALITY"", ""CONTRACT_SIDE_ACCOUNT"", ""CONTRACT_CAPITAL_COST"", ""CONTRACT_BASELINE_CONTROL""]"
DG_DAILY_LOSS_BLOCK_LONG_PCT,DG_DAILY_LOSS,,[],STANDALONE_OR_UNRESOLVED,OTHER,FILTER,FILTER,num,2.5,"[1.25, 1.875, 2.5, 3.125, 3.75]",True,[],"[""EXACT_V8""]",READY_EXACT_ONLY,GLOBAL_ONLY,DIRECT_LIVE_CONFIG_READ,"{""live_decision"": [""tradier_manage.py""]}",[],CROSS_CUTTING_GUARD,15,CROSS_CUTTING_BUNDLE,"OTHER FILTER — sets the cross-cutting dg daily loss block long percent regime/alignment/risk condition or value; because it may gate several action families, use a same-fold complete-bundle control; off=None; global-only.",GENERATED_CONSERVATIVE,"Numeric polarity is signal-dependent; screen a bounded range, never guess.",False,"{""live"": true, ""tier2"": false, ""vec"": false}","[""CROSS_CUTTING_GUARD"", ""ENTRY_SOURCE"", ""ENTRY_FILTER"", ""EXIT_SOURCE"", ""EXIT_FILTER"", ""REENTRY"", ""SIZING""]","[""CONTRACT_DATA_CAUSALITY"", ""CONTRACT_SIDE_ACCOUNT"", ""CONTRACT_CAPITAL_COST"", ""CONTRACT_BASELINE_CONTROL""]"
DG_HIGH_VOLATILITY_ATR_PCT,DG_HIGH_VOLATILITY,,[],STANDALONE_OR_UNRESOLVED,OTHER,SUB_SETTING,SUB_SETTING,num,4.0,"[2.0, 3.0, 4.0, 5.0, 6.0]",True,[],"[""EXACT_V8""]",READY_EXACT_ONLY,GLOBAL_ONLY,DIRECT_LIVE_CONFIG_READ,"{""live_decision"": [""tradier_manage.py""]}",[],CROSS_CUTTING_GUARD,15,CROSS_CUTTING_BUNDLE,"OTHER SUB SETTING — sets the cross-cutting dg high volatility ATR percent regime/alignment/risk condition or value; because it may gate several action families, use a same-fold complete-bundle control; off=None; global-only.",GENERATED_CONSERVATIVE,"Numeric polarity is signal-dependent; screen a bounded range, never guess.",False,"{""live"": true, ""tier2"": false, ""vec"": false}","[""CROSS_CUTTING_GUARD"", ""ENTRY_SOURCE"", ""ENTRY_FILTER"", ""EXIT_SOURCE"", ""EXIT_FILTER"", ""REENTRY"", ""SIZING""]","[""CONTRACT_DATA_CAUSALITY"", ""CONTRACT_SIDE_ACCOUNT"", ""CONTRACT_CAPITAL_COST"", ""CONTRACT_BASELINE_CONTROL""]"
DG_HTF_ALIGN_REQUIRE_1H,DG_HTF_ALIGN,,[],STANDALONE_OR_UNRESOLVED,OTHER,CONDITION,CONDITION,bool,False,"[true, false]",True,[],"[""EXACT_V8""]",READY_EXACT_ONLY,GLOBAL_ONLY,DIRECT_LIVE_CONFIG_READ,"{""live_decision"": [""tradier_manage.py""]}",[],CROSS_CUTTING_GUARD,15,CROSS_CUTTING_BUNDLE,"OTHER CONDITION — sets the cross-cutting dg higher-timeframe align require 1h regime/alignment/risk condition or value; because it may gate several action families, use a same-fold complete-bundle control; off=None; global-only.",GENERATED_CONSERVATIVE,Treat as a cross-cutting guard; retest the complete bundle or mark RECONNECT.,False,"{""live"": true, ""tier2"": false, ""vec"": false}","[""CROSS_CUTTING_GUARD"", ""ENTRY_SOURCE"", ""ENTRY_FILTER"", ""EXIT_SOURCE"", ""EXIT_FILTER"", ""REENTRY"", ""SIZING""]","[""CONTRACT_DATA_CAUSALITY"", ""CONTRACT_SIDE_ACCOUNT"", ""CONTRACT_CAPITAL_COST"", ""CONTRACT_BASELINE_CONTROL""]"
DG_HTF_ALIGN_REQUIRE_4H,DG_HTF_ALIGN,,[],STANDALONE_OR_UNRESOLVED,OTHER,CONDITION,CONDITION,bool,True,"[true, false]",True,[],"[""EXACT_V8""]",READY_EXACT_ONLY,GLOBAL_ONLY,DIRECT_LIVE_CONFIG_READ,"{""live_decision"": [""tradier_manage.py""]}",[],CROSS_CUTTING_GUARD,15,CROSS_CUTTING_BUNDLE,"OTHER CONDITION — sets the cross-cutting dg higher-timeframe align require 4h regime/alignment/risk condition or value; because it may gate several action families, use a same-fold complete-bundle control; off=None; global-only.",GENERATED_CONSERVATIVE,Treat as a cross-cutting guard; retest the complete bundle or mark RECONNECT.,False,"{""live"": true, ""tier2"": false, ""vec"": false}","[""CROSS_CUTTING_GUARD"", ""ENTRY_SOURCE"", ""ENTRY_FILTER"", ""EXIT_SOURCE"", ""EXIT_FILTER"", ""REENTRY"", ""SIZING""]","[""CONTRACT_DATA_CAUSALITY"", ""CONTRACT_SIDE_ACCOUNT"", ""CONTRACT_CAPITAL_COST"", ""CONTRACT_BASELINE_CONTROL""]"
DG_HTF_ALIGN_REQUIRE_D,DG_HTF_ALIGN,,[],STANDALONE_OR_UNRESOLVED,OTHER,CONDITION,CONDITION,bool,True,"[true, false]",True,[],"[""EXACT_V8""]",READY_EXACT_ONLY,GLOBAL_ONLY,DIRECT_LIVE_CONFIG_READ,"{""live_decision"": [""tradier_manage.py""]}",[],CROSS_CUTTING_GUARD,15,CROSS_CUTTING_BUNDLE,"OTHER CONDITION — sets the cross-cutting dg higher-timeframe align require d regime/alignment/risk condition or value; because it may gate several action families, use a same-fold complete-bundle control; off=None; global-only.",GENERATED_CONSERVATIVE,Treat as a cross-cutting guard; retest the complete bundle or mark RECONNECT.,False,"{""live"": true, ""tier2"": false, ""vec"": false}","[""CROSS_CUTTING_GUARD"", ""ENTRY_SOURCE"", ""ENTRY_FILTER"", ""EXIT_SOURCE"", ""EXIT_FILTER"", ""REENTRY"", ""SIZING""]","[""CONTRACT_DATA_CAUSALITY"", ""CONTRACT_SIDE_ACCOUNT"", ""CONTRACT_CAPITAL_COST"", ""CONTRACT_BASELINE_CONTROL""]"
DG_MAX_FORCE_OPEN_NOTIONAL_USD,DG_MAX_FORCE,,[],STANDALONE_OR_UNRESOLVED,ENTRY,FILTER,FILTER,num,4000.0,"[2000.0, 3000.0, 4000.0, 5000.0, 6000.0]",True,[],"[""EXACT_V8""]",READY_EXACT_ONLY,GLOBAL_ONLY,DIRECT_LIVE_CONFIG_READ,"{""live_decision"": [""tradier_manage.py""]}",[],ENTRY_FILTER,30,ENTRY_AND_DOWNSTREAM,ENTRY FILTER — sets the dg maximum force open notional usd entry condition/value used to admit opens or adds; changing it changes the trade population consumed by every later exit and reentry; off=None; global-only.,GENERATED_CONSERVATIVE,Tighten to reduce qualifying entries; loosen to restore trades; verify polarity.,False,"{""live"": true, ""tier2"": false, ""vec"": false}","[""ENTRY_SOURCE"", ""ENTRY_FILTER"", ""EXIT_SOURCE"", ""EXIT_FILTER"", ""REENTRY"", ""SIZING"", ""CROSS_CUTTING_GUARD""]","[""CONTRACT_DATA_CAUSALITY"", ""CONTRACT_SIDE_ACCOUNT"", ""CONTRACT_CAPITAL_COST"", ""CONTRACT_BASELINE_CONTROL""]"
DG_MOMENTUM_BLOCK_RSI15M_FOR_LONG,DG_MOMENTUM_BLOCK,,[],STANDALONE_OR_UNRESOLVED,OTHER,FILTER,FILTER,num,35.0,"[17.5, 26.25, 35.0, 43.75, 52.5]",True,[],"[""EXACT_V8""]",READY_EXACT_ONLY,GLOBAL_ONLY,DIRECT_LIVE_CONFIG_READ,"{""live_decision"": [""tradier_manage.py""]}",[],CROSS_CUTTING_GUARD,15,CROSS_CUTTING_BUNDLE,"OTHER FILTER — sets the cross-cutting dg momentum block rsi15m for long regime/alignment/risk condition or value; because it may gate several action families, use a same-fold complete-bundle control; off=None; global-only.",GENERATED_CONSERVATIVE,"Numeric polarity is signal-dependent; screen a bounded range, never guess.",False,"{""live"": true, ""tier2"": false, ""vec"": false}","[""CROSS_CUTTING_GUARD"", ""ENTRY_SOURCE"", ""ENTRY_FILTER"", ""EXIT_SOURCE"", ""EXIT_FILTER"", ""REENTRY"", ""SIZING""]","[""CONTRACT_DATA_CAUSALITY"", ""CONTRACT_SIDE_ACCOUNT"", ""CONTRACT_CAPITAL_COST"", ""CONTRACT_BASELINE_CONTROL""]"
DG_MOMENTUM_BLOCK_RSI15M_FOR_SHORT,DG_MOMENTUM_BLOCK,,[],STANDALONE_OR_UNRESOLVED,OTHER,FILTER,FILTER,num,65.0,"[32.5, 48.75, 65.0, 81.25, 97.5]",True,[],"[""EXACT_V8""]",READY_EXACT_ONLY,GLOBAL_ONLY,DIRECT_LIVE_CONFIG_READ,"{""live_decision"": [""tradier_manage.py""]}",[],CROSS_CUTTING_GUARD,15,CROSS_CUTTING_BUNDLE,"OTHER FILTER — sets the cross-cutting dg momentum block rsi15m for short regime/alignment/risk condition or value; because it may gate several action families, use a same-fold complete-bundle control; off=None; global-only.",GENERATED_CONSERVATIVE,"Numeric polarity is signal-dependent; screen a bounded range, never guess.",False,"{""live"": true, ""tier2"": false, ""vec"": false}","[""CROSS_CUTTING_GUARD"", ""ENTRY_SOURCE"", ""ENTRY_FILTER"", ""EXIT_SOURCE"", ""EXIT_FILTER"", ""REENTRY"", ""SIZING""]","[""CONTRACT_DATA_CAUSALITY"", ""CONTRACT_SIDE_ACCOUNT"", ""CONTRACT_CAPITAL_COST"", ""CONTRACT_BASELINE_CONTROL""]"
DG_MOMENTUM_BLOCK_RSI1H_FOR_LONG,DG_MOMENTUM_BLOCK,,[],STANDALONE_OR_UNRESOLVED,OTHER,FILTER,FILTER,num,35.0,"[17.5, 26.25, 35.0, 43.75, 52.5]",True,[],"[""EXACT_V8""]",READY_EXACT_ONLY,GLOBAL_ONLY,DIRECT_LIVE_CONFIG_READ,"{""live_decision"": [""tradier_manage.py""]}",[],CROSS_CUTTING_GUARD,15,CROSS_CUTTING_BUNDLE,"OTHER FILTER — sets the cross-cutting dg momentum block rsi1h for long regime/alignment/risk condition or value; because it may gate several action families, use a same-fold complete-bundle control; off=None; global-only.",GENERATED_CONSERVATIVE,"Numeric polarity is signal-dependent; screen a bounded range, never guess.",False,"{""live"": true, ""tier2"": false, ""vec"": false}","[""CROSS_CUTTING_GUARD"", ""ENTRY_SOURCE"", ""ENTRY_FILTER"", ""EXIT_SOURCE"", ""EXIT_FILTER"", ""REENTRY"", ""SIZING""]","[""CONTRACT_DATA_CAUSALITY"", ""CONTRACT_SIDE_ACCOUNT"", ""CONTRACT_CAPITAL_COST"", ""CONTRACT_BASELINE_CONTROL""]"
DG_MOMENTUM_BLOCK_RSI1H_FOR_SHORT,DG_MOMENTUM_BLOCK,,[],STANDALONE_OR_UNRESOLVED,OTHER,FILTER,FILTER,num,65.0,"[32.5, 48.75, 65.0, 81.25, 97.5]",True,[],"[""EXACT_V8""]",READY_EXACT_ONLY,GLOBAL_ONLY,DIRECT_LIVE_CONFIG_READ,"{""live_decision"": [""tradier_manage.py""]}",[],CROSS_CUTTING_GUARD,15,CROSS_CUTTING_BUNDLE,"OTHER FILTER — sets the cross-cutting dg momentum block rsi1h for short regime/alignment/risk condition or value; because it may gate several action families, use a same-fold complete-bundle control; off=None; global-only.",GENERATED_CONSERVATIVE,"Numeric polarity is signal-dependent; screen a bounded range, never guess.",False,"{""live"": true, ""tier2"": false, ""vec"": false}","[""CROSS_CUTTING_GUARD"", ""ENTRY_SOURCE"", ""ENTRY_FILTER"", ""EXIT_SOURCE"", ""EXIT_FILTER"", ""REENTRY"", ""SIZING""]","[""CONTRACT_DATA_CAUSALITY"", ""CONTRACT_SIDE_ACCOUNT"", ""CONTRACT_CAPITAL_COST"", ""CONTRACT_BASELINE_CONTROL""]"
DG_OPPOSITE_SIDE_PROFIT_BLOCK_PCT,DG_OPPOSITE_SIDE,,[],STANDALONE_OR_UNRESOLVED,OTHER,FILTER,FILTER,num,1.0,"[0.5, 0.75, 1.0, 1.25, 1.5]",True,[],"[""EXACT_V8""]",READY_EXACT_ONLY,GLOBAL_ONLY,DIRECT_LIVE_CONFIG_READ,"{""live_decision"": [""tradier_manage.py""]}",[],CROSS_CUTTING_GUARD,15,CROSS_CUTTING_BUNDLE,"OTHER FILTER — sets the cross-cutting dg opposite side profit block percent regime/alignment/risk condition or value; because it may gate several action families, use a same-fold complete-bundle control; off=None; global-only.",GENERATED_CONSERVATIVE,"Numeric polarity is signal-dependent; screen a bounded range, never guess.",False,"{""live"": true, ""tier2"": false, ""vec"": false}","[""CROSS_CUTTING_GUARD"", ""ENTRY_SOURCE"", ""ENTRY_FILTER"", ""EXIT_SOURCE"", ""EXIT_FILTER"", ""REENTRY"", ""SIZING""]","[""CONTRACT_DATA_CAUSALITY"", ""CONTRACT_SIDE_ACCOUNT"", ""CONTRACT_CAPITAL_COST"", ""CONTRACT_BASELINE_CONTROL""]"
